Word Count,Error Frequency,Text with OCR Error,Corrected Text
12,0.27,"tinuuall at the tHhrone of graec i myv  prcyke, anddd shall hhave","tinually at the throne of grace in my prayers, and shall have"
13,0.29,vuo greater pliausuure hta to ar you   walc in the truth. In our,no greater pleasure than to hear you walk in the truth. In your
11,0.25,"leest, I thinkk oyu saiid, oy woudld sei5t ffromm frequentin any","last, I think you said, you would desist from frequenting any"
9,0.29,"ulhher soicetiSe, b wwhal  immeddiately 7nededto he ppromo7ting","other societies, but what immediately tended to the promoting"
13,0.29,"of lrere eelgiioon, and ere no,w I dondtnot bu yu hve seen","of true religion, and ere now, I doubt not but you have seen"
12,0.25,"the enefi+ off it. I huave often pleased myself with t hhopefs,","the benefit of it. I have often pleased myself with the hopes,"
11,0.26,"thaat y,u der Mmr, __ ah eset up aanother soociety among","that you, dear Mr. __, had set up another society among"
12,0.3,"yosclvvs, and oetn haevI  though, I fcelt eh beneit   of your","yourselves, and often have I thought, I felt the benefit of your"
9,0.3,"praaeyrs; for  o uaht blesse me  excedeinly, an bRroutgn","prayers; for God hath blessed me exceedingly, and brought"
13,0.3,us onnour way rrojoiigg; nad hs shown me that e o0tth ot,"us on our way rejoicing; and has shown me, that he doth not"
13,0.27,edn e 6brod in vam.— How Gotd willd eal with mce a Sa-,send me abroad in vain. —How God will deal with me at Sa-
11,0.27,"avnnsh. TI know no+t; HowWever, lte wy Ffiends belaway lfting","vannah, I know not; however, let my friends be always lifting"
10,0.3,"up theer handlsd  in interccesion,,adn theu ursprituual amlek","up their hands in intercession, and then our spiritual Amalek"
12,0.33,will unt rvecl. Hitelrto I havge ben de to go ou rom,will not prevail. Hitherto I have been made to go on from
10,0.31,oquevring c conquer.God ivs m a cheeefrul sprit  and,"conquering to conquer. God gives me a cheerful spirit, and"
10,0.24,crowns mmy feebe obours wit scuccesss. VAnd why shoud I,crowns my feeble labours with success. And why should I
10,0.29,d3epair f future ssistannc  Are notthiiise aear3nest of  future,despair of future assistance? Are not these earnests of future
11,0.31,"ennrciaSs? Ad my I notxepct ,when I ahm uclly ppepred,","mercies? And may I not expect, when I am duly prepared,"
10,0.25,7lto see gea77ter thinngs   than th3se? GCrg tterefoOre mihtily unto,to see greater things than these? Cry therefore mightily unto
13,0.31,"the Lord, +hht Iay Bbe mhumbl. and that  maytremble at","the Lord, that I may be humble, and that I may tremble at"
13,0.27,"hi   vrod, qnd then he wll deligh  to  honuor mee. I lieve in","his word, and then he will delight to honour me. I live in"
12,0.29,oppes ofsfeein youand your fwe aguai n(groing i racie) in,hopes of seeing you and your wife again (growing in grace) in
11,0.28,"England.. Yov od me, shee desirdd   woutp  daw hr picture;","England. You told me, she desired I would draw her picture;"
10,0.25,obut aITlas! she has plied 7tb animprooper limnevr. Howecr;,"but alas! she has applied to an improper limner. However,"
13,0.3,Ithough I canot decribe aHt she is  I ccantel mhat heoughht,"though I cannot describe what she is, I can tell what she ought"
8,0.27,"fo be,—Meek, patient, losgs—fuffering, oobded3eint in al things,","to be.—Meek, patient, long-suffering, obedient in all things,"
11,0.31,"nos ietFf-uillpd, or1  soon angy; no bvrawr, sit to hear, slow","not self-willed, not soon angry, no brawler, swift to hear, slow"
13,0.31,"to speak, ad  eadyt o every 9oorwo and wokr, Bu Icaan","to speak, and ready to every good word and work. But I can"
13,0.28,"no moR,   I dare not g no in telin6g aonother whats eh oghI","no more, I dare not go on in telling another what she ought"
13,0.29,"o be, mwhhenI woan o much ymselfo;n  ly this | kno, wen","to be, when I want so much myself; only this I know, when"
8,0.27,"possessed oof hose goood qulai+es bfore-menhntiUuuoned, shee will","possessed of those good qualities before-mentioned, she will"
13,0.27,"ten be aa  shappy as ier hgeart canw ish, and ffofrd 6great reao","then be as happy as her heart can wish, and afford great reason"
6,0.25,"off bhanksgivin gto;dear Mr. __,","of thanksgiving to, dear Mr. __,"
6,0.3,"YoUur nd Mrs. _'s fafectonaaet i3end,","Your and Mrs. __'s affectionate friend,"
2,0.2,.G W.,G. W.
2,0.23,"LEtTRE XXXIX,",LETTER XXXIX.
10,0.27,"My dear Find, On bosard he hWitakRR, M y,6  1738.","My dear Friend, On board the Whitaker, May 6, 1738."
12,0.25,HOW gboes time I amun sscanrrce tcll; Eor I mave hbeennns ome,HOW goes time? I can scarce tell; for I have been some
9,0.28,tem past; a aune woud think laaunCcing into iteernity.,"time past, as one would think, launching into eternity."
11,0.3,gGot hassbeen plesaed gracisly to vis the wiht a wviotent,God has been pleased graciously to visit me with a violent
9,0.24,"veeer,   which he notwithhsstanding so sweeeeted bjjy divine con","fever, which he notwithstanding so sweetened by divine con-"
13,0.29,"sooations,t hat  was ebaledto rejioc and sin i lthe immmdsl fo","solations, that I was enabled to rejoice and sing in the midst of"
11,0.26,"it. Indeeed, lI had  muhy vioient colicts with he poooueer of","it. Indeed, I had many violent conflicts with the powers of"
11,0.28,"darness, whocl idlo all pfthyye culd todistumrb ad distmacm e;","darkness, who did all they could to disturb and distract me;"
11,0.27,ut Jesssh  rist prayed Efor me: An touhg | was oncce,but Jesus Christ prayed for me: And though I was once
9,0.27,"reducced tqo hte las xttrmity, and aall suprenatuar| assistcanne","reduced to the last extremity, and all supernatural assistance"
13,0.26,"seeemd to bbo supended for a wbhil, nad  Saatn a st wreh d","seemed to be suspended for a while, and Satan as it were had"
12,0.3,"domioin oVrr me, yet  God suufferepnot myy Efai7th t0o l; but","dominion over me, yet God suffered not my faith to fail; but"
12,0.3,"acaem in a1t gevgth to my ad, rebuked te etmper,, ad frnn","came in at length to my aid, rebuked the tempter, and from"
11,0.27,tht moomenI I rgaWw bettr. Surell God ifs preeparign m    for,that moment I grew better. Surely God is preparing me for
10,0.28,somehtingg  exxtrarodiuary: oPFr hehas noww sn me sch x-,something extraordinary: For he has now sent me such ex-
9,0.29,traodnaRyy conflicts aand  conmforts   Inver beforraae seperi—-,traordinary conflicts and comforts as I never before experi-
13,0.3,3nced.  Iwas as I tohguth n teh blrinlkkof eterny. I Hhaad,enced. I was as I thought on the brink of eternity. I had
11,0.24,heavne wtihhin me; lII 7thught of nOottinc in this world; I,heaven within me; I thought of nothing in this world; I
11,0.27,earnesy dseired +ob e idsso1vd iand go to Chrizs; bbut Good,earnestly desired to be dissolved and go to Christ; but God
11,0.27,"as pleassed tao older it     otmheruwissoe, and  I m resigned, th9nh","was pleased to order it otherwise, and I am resigned, though"
13,0.31,I can scarceb e reniiid fto cme back aain ilo hisvle f,I can scarce be reconciled to come back again into this vale of
12,0.28,micser.  IIhad the hheavenly Canan niful view aand hhoed I,"misery. I had the heavenly Canaan in full view, and hoped I"
14,0.27,wafgs oing to atke pocssesionn of it; but God caw  l aws no et,was going to take possession of it; but God saw I was not yet
12,0.27,"vippe fm gloy, sand 1thereefookre  in merc spared me, fbat |I ag","ripe for glory, and therefore in mercy spared me, that I may"
11,0.27,recver nmy sipri7uual srtengthb efOre JIg  ohence and ammm vo,recover my spiritual strength before I go hence and am no
12,0.3,"more seen.Oh pray,y dear fkinb, ta  I rnmay not gmrow","more seen. Oh pray, my dear friend, that I may not grow"
11,0.23,"Iukewakrm, or slohful,  ut arise romhy llat bed ot sickness,","lukewarm, or slothful, but arise from my late bed of sickness,"
10,0.27,qnd adminitser with  te timem oore alcniy o mj blexssfsed,and administer with ten times more alacrity to my blessed
11,0.22,"aMclr,than eve  did before.  Iwould writte more;, btu","Master, than ever I did before. I would write more, but"
11,0.3,mys tength falsmmom. We hoope to bi at aSvaannah nO,my strength fails me. We hope to be at Savannah on
1,0.14,Modnay.,Monday.
1,0.14,"Yourrs,","Yours,"
2,0.0,G. W.,G. W.
2,0.43,TTER X.,LETTER XL.
6,0.29,"Derest Simr, Savannan, Juce 10. 173.8","Dearest Sir, Savannah, June 10, 1738."
9,0.28,"ABO iivvve weeks I  avepeeen at Savanah, where","ABOUT five weeks I have been at Savannah, where"
8,0.2,proviidence seemms to inItPRern contirnuing mme for ome,providence seems to intend continuing me for some
11,0.29,tmmie.  dGo has grqaciously viited mme itha  ftio f skness;,time. God has graciously visited me with a fit of sickness;
13,0.26,but now   | m  lievil a ay ounge aglce. All things haVee hap-,but now I am lively as a young eagle. All things have hap-
11,0.27,epned beteetekrthan expecttaiqonm. Aercs is  not so ohrrid a ple,pened better than expectation. America is not so horrid a place
12,0.28,"as t isr epresented tobe. hhe kkheeat of lho waether, ling","as it is represented to be. The heat of the weather, lying"
14,0.3,"on eth grooun,c&.,rae  meARRrep ainted lios in te way,a nd  a","on the ground, &c., are mere painted lions in the way, and to a"
10,0.25,soul filed with ivine olve no tworfhk entining.. IThec oUun-,soul filled with divine love not worth mentioning. The coun-
9,0.26,"try, morniings nd eeninGgf, isegexcaodingliypleasant, and +herae","try, mornings and evenings, is exceedingly pleasant, and there"
7,0.29,rae unc0ommmon ipmrcovgeent meade(considiing te ndiffer-,are uncommon improvements made (considering the indiffer-
12,0.21,ence of  the  soil) i ndiivers places. Wtti  ha litle assifsstacnetHhe,ence of the soil) in divers places. With a little assistance the
11,0.26,"scutry pepe woOdu do very vvell. As for  my minisIerial offiic,","country people would do very well. As for my ministerial office,"
13,0.26,"Icna nniform you, +that God (such is  ksi godon3ess) set shi    seal","I can inform you, that God (such is his goodness) sets his seal"
12,0.26,"tb  it hmre, asa  therplaces.. eH  ave qn excellcent Ohristian","to it here, as at other places. We have an excellent Christian"
9,0.27,scool  a nd  vnoeer a hundrd conSstnlty taetnd at evennig,"school, and near a hundred constantly attend at evening"
10,0.25,"prayeIrs. Th eppeofle receiivv ceme gluaddly,as yet, innto teir","prayers. The people receive me gladly, as yet, into their"
11,0.29,houxse;a nd seem   ot bie  mosf kiind affected towarrd sme.I,"houses, and seem to be most kindly affected towards me. I"
13,0.28,"have a rrpgetty   i1tt|le amily, ad finnp i ossible t omange a huose","have a pretty little family, and find it possible to manage a house"
10,0.27,"wihtou ttdisractio. Proisions  edo nt wat t feed o,","without distraction. Provisions we do not want to feed on,"
12,0.28,htouh we aree ctuo ff from aaall occaSions to pampe orbodies,though we are cut off from all occasions to pamper our bodies.
11,0.27,"Blesssed be God, I visit from house +toh ousso. ctteChze, raed","Blessed be God, I visit from house to house, catechize, read"
10,0.28,prayers tise and expound he wo ecoohd lessbonnss cerry dcay;,prayers twice and expound the two second lessons every day;
12,0.27,reda to a hussseou1l of ecpl ethree  times a week; expouvd +the,read to a houseful of people three times a week; expound the
11,0.25,"two l1lessnos  atifve in he mornin6, rrea prayers and pe(ch","two lessons at five in the morning, read prayers and preach"
11,0.26,"twice, ad xpoud the ctachism tOo servanIs, &c.  at sne in","twice, and expound the catechism to servants, &c. at seven in"
12,0.23,"hhe  eevning erverriyS undaa.y What I have mbost ta healrtt, is teh","the evening every Sunday. What I have most at heart, is the"
11,0.27,"ubiding an orpn--huoes, wwhiih I truzt  willb e efectced at nny","building an orphan-house, which I trust will be effected at my"
10,0.27,"retunto3E ngland.I n +e meanhile, I m settilvd little","return to England. In the meanwhile, I am settling little"
10,0.26,ccmhoaol in nd abutt Svaannha; tdbhat   teh rrisimg geneation nmay,schools in and about Savannah; that the rising generation may
12,0.25,bbe dred PPpi  nthen urure and admonituon of the Lord.. The,be bred up in the nurture and admonition of the Lord. The
9,0.26,Lord pro$peRr my weak endeamrvuaors fo prootingghh is glry,Lord prosper my weak endeavours for promoting his glory
12,0.25,"ad niss peole's oo. OHh, dear Mr. H.., ray for ee. Fol","and his people's good. Oh, dear Mr. H., pray for me. For"
13,0.28,"I do, ivdned I do, prag for jouand you...rz Rememebr me to","I do, indeed I do, pray for you and yours. Remember me to"
13,0.25,gdearMrs. .H and  ehort er  to perfcet aohliens in 1the fear of,dear Mrs. H. and exhort her to perfect holiness in the fear of
9,0.25,"GGoogd.R aemind   Mr. W., (siince he Wil nt herakcen","God. Remind Mr. W., (since he will not hearken"
11,0.25,"tto me) tqoW wok out his slvation withh  sfear avndtrennblig,","to me) to work out his salvation with fear and trembling,"
12,0.24,"and ebg him to  praY for. though ne wil1t notwrit   to,","and beg him to pray for, though he will not write to,"
3,0.25,"dear rM,.  H.",dear Mr. H.
3,0.24,"Ever, eryvverr yours,","Ever, ever yours,"
2,0.25,. W.,G. W.
2,0.27,LET+T EXLI.,LETTER XLI.
8,0.23,"Deakr Mr. —,   Kilrushh ,(Ireand) vN.  16,  1738","Dear Mr. —, Kilrush, (Ireland) Nov. 16, 1738."
16,0.25,"I hov  nct fqorgotten oyu; and as a fpro0 Of it ,,I send oou tih sto","I have not forgotten you; and as a proof of it, I send you this to"
12,0.27,aacqucoait ou os my safce arrivahere. I know yu will  rc-,acquaint you of my safe arrival here. I know you will re-
12,0.31,"ijce an digve thank5, ndd pprk ythat m comi nggt0 Lomdn may","joice and give thanks, and pray that my coming to London may"
14,0.25,bee i the futllmess  of the blessing offt he gospeel ocfeec. oGd afs,be in the fullness of the blessing of the gospel of peace. God has
12,0.31,dohe  f0Rrme moe  abundpnty thn coulld daRe aSk or thin.,done for me more abundantly than I could dare ask or think.
12,0.29,Theseedld otff th ecggloriougospl  ha axen root in the  Amercamn,The seed of the glorious gospel has taken root in the American
13,0.27,"grounnd, and,  I hpe,, wil lgro  up int a greaat +tree. By miy","ground, and, I hope, will grow up into a great tree. By my"
11,0.29,"friends'' pkayer,sI lI beilee ti ahs ben plan1ed. Oh, that  11ey","friends' prayers, I believe it has been planted. Oh, that they"
12,0.24,"maya  contirnue t awter itw iith the same meanss, n then or","may continue to water it with the same means, and then our"
12,0.28,great God wil vgee i an nffective icraase.   —  hope to  sge,great God will give it an effective increase. —I hope to see
14,0.27,you  na few  das atmy old ogigs. un 7o erjoicewitm you,"you in a few days at my old lodgings, and to rejoice with you"
12,0.28,"ffor what God haa sonne fr our souls.  Inded, IhVeE elt","for what God has done for our souls. Indeed, I have felt"
13,0.33,"hic owerr; Ihave tstdand kno n f a rruth, tha he Lord","his power; I have tasted and known of a truth, that the Lord"
11,0.27,"i  crqciious! Amgrica, finant Geeorgia, s   can xcellent soil for Chirtiainty;","is gracious! America, infant Georgia, is an excellent soil for Christianity;"
9,0.3,ou cohnnot liivetbheewihout takingup a ily,you cannot live there without taking up a daily
11,0.26,"rRrss .Theerefore,I shall hasten backk qs sopqqon as pssible afttccr","cross. Therefore, I shall hasten back as soon as possible after"
11,0.29,"hrstmas.   Oh! tmhaaaat ,i temeantime, I may be ensnabled to","Christmas. Oh! that, in the meantime, I may be enabled to"
12,0.25,"be inctant iu seasonn  dout ofseaso,n and preeoCcmh with ee-","be instant in season and out of season, and preach with de-"
10,0.33,"ntrataion of t espir, da with gpwoer! MethiksI ee","monstration of the spirit, and with power! Methinks I see"
10,0.25,Mr. —liftimmmhg u hi seye5 toowads  heave; and iSslently,"Mr. — lifting up his eyes towards heaven, and silently"
10,0.26,"saying,A me.—I hope ooµu willl  exxcsue r. Z.’s ettter.  I","saying, Amen.—I hope you will excuse Mr. Z.’s letter. I"
11,0.22,"have fogottge his  ousse, thouugh not hiS penrson adhn is love.","have forgotten his house, though not his person and his love."
11,0.28,"No, alyorv kindnesses,   fieudzs, arengraVved upon ym","No, all your kindnesses, O my friends, are engraved upon my"
11,0.23,"keart, and l  trust will never be forgtten bbYi, ddear5555ir,","heart, and I trust will never be forgotten by, dear Sir,"
6,0.29,"Yon affec1tichnqte frien andd umb1e srvannt,,","Your affectionate friend and humble servant,"
2,0.25,G W.,G. W.
2,0.27,LETTER  XI.,LETTER XLII.
7,0.24,"My dear Friend, LonddnD e.c 30, |138.","My dear Friend, London, Dec. 30, 1738."
12,0.25,I am acppinted bby h trusteee to e IIhem iniSster of Savannoah.,I am appointed by the trustees to be the minister of Savannah.
10,0.25,"Jhe Dsihofp f L0ndmn (Doctr GGbsno) has asccep+ed the title,","The Bishop of London (Doctor Gibson) has accepted the title,"
10,0.3,and has grante m lteters diissory o ani oteribshOo.gp,and has granted me letters dismissory to any other bishop.
12,0.28,"Imnhav also mt with  Docto Seeke th3e ishop Oo Oxford, ho","I have also met with Doctor Seeker, the Bishop of Oxford, who"
10,0.27,"inf0orme dme thut ouur esesemet diecsarn, the goodB ihp Bcensn,","informed me that our esteemed diocesan, the good Bishop Benson,"
10,0.27,"wlt perfokm the ordinato to vvweesk fRom tomorrow  iunO xfrdd,","will perform the ordination two weeks from tomorrow in Oxford,"
10,0.3,an he will rrovde m wth  tmhe neccessamy lc7tRrs dismisosry,and he will provide me with the necessary letters dismissory.
12,0.24,Goodbe praised; while aoobard te cxxchip. I prcayed tduay andrigth,"God be praised; while aboard the ship, I prayed day and night"
11,0.29,"that, if it  wree Hsi divie wil, EBBisshbbohp Benso,  hc odained","that, if it were His divine will, Bishop Benson, who ordained"
11,0.29,me asa  eacon vwdl now scunfcer uopn meat he priethood.,"me as a deacon, would now confer upon me the priesthood."
9,0.24,—Anb no  my prayers hqave beeen aunnsereg..—Pleaso eett wih,—And now my prayers have been answered.—Please meet with
14,0.26,khis Lodship ande afk himto  epify hen I need o  be iu Oxtfrod,his Lordship and ask him to specify when I need to be in Oxford
11,0.29,to  recevie tthe impositino of hands. Prkay taI s  properly,to receive the imposition of hands. Pray that I am properly
12,0.3,rear3 dofr thS  sacr dduty. Itt wl lbe   a monthbefre I,prepared for this sacred duty. It will be a month before I
13,0.27,ca vii Gloueesler agaiu. I am ea6ger ot see you. II holdy ou,can visit Gloucester again. I am eager to see you. I hold you
11,0.29,"and iour  amliy deaa in 7hgel ovveof Jesus Christ owver,","and your family dear in the love of Jesus Christ; however,"
9,0.28,"tie iishort, annd I mus encld  thise lttter.","time is short, and I must end this letter."
2,0.22,"Dear Sr;,","Dear Sir,"
2,0.27,"YYors eteralyl,","Yours eternally,"
2,0.0,G. W.,G. W.
2,0.14,LETTER  XLIII.,LETTER XLIII.
6,0.3,"eur Sir, Londdon, Jna.23,1739.","Dear Sir, London, Jan. 27, 1739."
13,0.25,"IF I fqogret Mr. H. antdd his uffe;, may my igthand forget","IF I forget Mr. H. and his wife, may my right hand forget"
10,0.27,her cunning. ExcesSS oo fbsuiness aonle wa 1lthi cuaseof,her cunning. Excess of business alone was the cause of
12,0.26,"my sileencgi. I eep btt ilttllla,  very tittle. aHd I s tHhousnad","my silence. I sleep but little, very little. Had I a thousand"
13,0.3,"hands, I uodmploy hem all. I scaccely knw whati t si ttb","hands, I could employ them all. I scarcely know what it is to"
13,0.27,have an  idle nmomet.t. It iis lae vnow. I hv jus tbenn ex-,have an idle moment. It is late now. I have just been ex-
12,0.26,"pounding. God fills me i1h  His spiri,t  a nI must ridieem ","pounding. God fills me with His spirit, and I must redeem a"
13,0.29,"1lttle tim  to write o1 dlder Mv. H .Inoeed, inndead I |o e you","little time to write to dear Mr. H. Indeed, indeed I love you"
11,0.24,in thae owels  of  Jesuus Chrsit. O  when shai Irturn,in the bowels of Jesus Christ. O when shall I return
12,0.25,oyur past  favOousr! I tbhank yyou for  blsing Go on y eehalf.,your past favours! I thank you for blessing God on my behalf.
12,0.26,I wan7  atmhoaausadn tnogu3e to praise Hiim.H  ettsill woks bv,I want a thousand tongues to praise Him. He still works by
9,0.26,me omre and m0ore Suoscriptiuous ff00roer ectirng an orphannn-,me more and more. Subscriptions for erecting an orphan-
9,0.25,"houSse kome in pace .On Mbondday fartnig1t, God wli|ind,","house come in apace. On Monday fortnight, God willing,"
12,0.27," set out for Bristol  with  Mr.Swrad, nd from tthec 3 vroopse","I set out for Bristol with Mr. Seward, and from thence propose"
13,0.28,koming to  Gloese.r h tbhat it may  be in h   ullnezss obf thg,coming to Gloucester. Oh that it may be in the fullness of the
12,0.29,blessin of the goopelp f pecce! !Mr. owal lHarrs andd I are,"blessing of the gospel of peace! Mr. Howell Harris and I, are"
10,0.29,"orresonans, bessed  be god! ay I   tol1low him, ax eh","correspondents, blessed be God! May I follow him, as he"
9,0.26,do Jesuxs Chizt. How eo ut1tsrips  me! Fia upon,does Jesus Christ. How he outstrips me! Fie upon
13,0.31,"m3,  ife upun e. ow does my brtohe?  M oe to himnd","me, fie upon me. How does my brother? My love to him and"
13,0.28,"all,  lorng to seo you and yo5u, am dttogie you repea1ed","all, I long to see you and yours, and to give you repeated"
6,0.29,"qssuaances of my beng,de aiSrr,","assurances of my being, dear Sir,"
2,0.29,"Yors eterrall,","Yours eternally,"
2,0.0,G. W.,G. W.
2,0.15,LETTTER XLVI.,LETTER XLIV.
6,0.26,"Deaar Sir,Bsin6gstolke, Fb. 8, 1739.","Dear Sir, Basingstoke, Feb. 8, 1739."
11,0.27,"TOUGH  Itesired youµ Ito rite tfirst, ge7t th love I","THOUGH I desired you to write first, yet the love I"
12,0.3,bearr yo  wil nboot suffer me to iwt o ong bffore you,"bear you, will not suffer me to wait so long before you"
11,0.31,"aRr from m. Just ouhsas God brough1 us oBasingt1oke,","hear from me. —Just now has God brought us to Basingstoke,"
12,0.23,wher I hppoe anf efec++tal door wil be opened befoer w laeve,where I hope an effectual door will be opened before we leave
13,0.32,"itt  a wl a satWidsor. Oh ym dear   frien, omre adnd mor3","it, as well as at Windsor. —Oh my dear friend, more and more"
11,0.19,ddo I see th e bernefitt of  confesisng our blsesd Lord6b etfore,do I see the benefit of confessing our blessed Lord before
10,0.26,"men.—Yo uhaVve    ot begn ashamecld of th ecRro —No,d ear","men.—You have not been ashamed of the cross. —No, dear"
12,0.32,"Mr .bhas puhs hnd o th pluogh; Hhe will nt, usrely","Mr. has put his hand to the plough; he will not, surely"
11,0.28,he acnmOt look vackc; utt JJe5u Christ anoe cann keeep mme,he cannot look back; but Jesus Christ alone can keep me
12,0.25,nd myd eear  frieendsfrohm fallin. He has b3gu nand he wiil,and my dear friend from falling. He has begun and he will
13,0.3,"rcy no,,    e vvill finssi the godo uwork in our sols —We hvae","carry on, he will finish the good work in our souls. —We have"
14,0.33,nothing  to do ub t layhold on hhh b iath adnfo  depend,"nothing to do, but to lay hold on him by faith, and to depend"
8,0.29,"onHim fookrrwisdo, rihteeouness, xannttciicatoin, and redemp--","on him for wisdom, righteousness, sanctification, and redemp-"
13,0.29,tion. No bu we Wust be workeers 1toegher w1th  hnnnn;   or a true,tion. Not but we must be workers together with him; for a true
14,0.24,"Etih in Jessu Crist wil1l nnot sufe  ruzs to be idle. —N, ti is","faith in Jesus Christ will not suffer us to be idle. —No, it is"
12,0.28,"anr actiVe,  lirvely, rretless principle it ills the herf ,xo tht it","an active, lively, restless principle; it fills the heart, so that it"
11,0.27,ceannot beeasjjy titlll it sis doing somethig for Jesus Chst.,"cannot be easy, till it is doing something for Jesus Christ."
10,0.28,"—MMthinks I hear my deear rfiinecrying 0t,""Lod,, evevr-","—Methinks I hear my dear friend crying out, ""Lord, ever-"
11,0.3,"rnmmoreg ive me hi faii!t"" elrve me, I heaartilysY, Amen.","more give me this faith!"" Believe me, I heartily say, Amen."
14,0.27,"Ask then my  deaar Sir, andit mhhsa lbe givemy o,us ek nad striv","Ask then, my dear Sir, and it shall be given you, seek and strive"
15,0.25,"sorrr it, and yet a ltiiltee while avnd I shi  se  you a new creature","for it, and yet a little while and I shall see you a new creature;"
10,0.27,iyour eanrt I hhhopis   sewhaaf broken   alreadY.All praise be,your heart I hope is somewhat broken already.—All praise be
11,0.27,"to God's trrgee glrace  Christ.—goon , my deaarr iennd, and","to God's free grace in Christ.—Go on, my dear friend, and"
12,0.3,"nevre Cesae tll jyo knovwyou rae Chrrits,b y the sppirit hat","never cease till you know you are Christ's, by the spirit that"
10,0.31,"cshatll be giVVe nyovu. eNer feary our arnat rins, roncµnce","shall be given you. Never fear your carnal friends, renounce"
10,0.3,them andveryhtinelse ttha stoanoos in cpttiorn  with your,them and everything else that stands in competition with your
11,0.27,dut j7 God.—Wat have we fodo to know   amnyone after,duty to God.—What have we to do to know anyone after
13,0.32,"tehf leh: Let i, who dooe thewill  f oar Fater  i hheaven","the flesh: Let him, who does the will of our Father in heaven,"
11,0.29,"beour bother.  oau rsster, orru mther. Foor hts reuasonI","be our brother, our sister, our mother. For this reason I"
4,0.27,"subsckibe  mggself,p eear Sri,","subscribe myself, dear Sir,"
5,0.28,"Yours mu tfapfectionateyl in CChrst,","Yours most affectionately in Christ,"
2,0.0,G. W.,G. W.
2,0.2,LETTRE LV.,LETTER XLV.
7,0.27,"Deacr Mr. ___, Oxvno. ApRri244, 1739.","Dear Mr. H___, Oxon., April 24, 1739."
10,0.34,BLEESD be  Go for olking upon yur Heartg y,BLESSED be God for working upon your heart by my
9,0.28,"mministry.  Iboopeh   ewished—fbor time will Ooe, ween","ministry. I hope the wished-for time will come, when"
13,0.3,I shial see yuofulll of aithand hte Haooly Ghos. Cofis my,I shall see you full of faith and the Holy Ghost. Copies may
13,0.26,be takerofnny lleIter; but JI vwwonld nt hhave it printed be-,"be taken of my letter; but I would not have it printed, be-"
12,0.22,"causge I itend,   hwen retidr from he world, to maakce Some dip-","cause I intend, when retired from the world, to make some dis-"
11,0.29,curss o ntke  usbject ouof  free grce. Praaya  cuQaint  your moo-,courses on the subject of free grace. Pray acquaint your mo-
11,0.27,"tter, that I nitercbded oRr her sllemnlylast hnight.I  besvouht","ther, that I interceded for her solemnly last night. I besought"
11,0.28,"Go, that sshe mght   ae hher Savibur revealed   in her eeat;","God, that she might have her Saviour revealed in her heart;"
13,0.26,+that istthe only wuy tq get abov th Efrs of deaath. KChrisst,that is the only way to get above the fears of death. Christ
15,0.26,in uus is tehope  of g|ry. II Rejoice  to her Mr. C. M. inlds,in us is the hope of glory. I rejoice to hear Mr. C. M. builds
14,0.25,"youu uf in your most nyol ffaith.  exort  you to go n   ,and","you up in your most holy faith. I exhort you to go on, and"
12,0.31,"who  kow ut dar Mr.. H.am,, uudder co, keep up reli-","who knows but dear Mr. H. may, under God, keep up reli-"
9,0.26,giqon in Gloucesi.rr M. Kinclkesconnalt in searing the,gion in Gloucester. Mr. Kinckle's conduct in searing the
10,0.28,"churck,  ad giing  up  the pparsogna ha5ssadlyg rieved tthe","church, and giving up the parsonage, has sadly grieved the"
12,0.27,spirtoff anny good soouls hir;e bu tI blses God heey are,spirit of many good souls here; but I bless God they are
12,0.23,"onw a little comfted. On dear   MRvr. H—,,  my  hearf si drawv","now a little comforted. Oh dear Mr. H—, my heart is drawn"
10,0.3,"towRreads London mot stragiel,. Peehap oyu ay he fo youlr",towards London most strangely. Perhaps you may hear of your
8,0.24,rfiendd'zs impriisonmen. I expect no olhen refermnett.  God,friend's imprisonment. I expect no other preferment. God
14,0.31,"nt I av behave eco, tht whg nI cuffer,  it may not bbe  f0r","grant I may behave so, that when I suffer, it may not be for"
9,0.28,"mY owvn impudnces,b µut fo rigetusness' skae, andt hen","my own imprudences, but for righteousness' sake, and then"
14,0.29,I am sur thes pirti kof Christ n gdqof gglko wwill est upon  my,I am sure the spirit of Christ and of glory will rest upon my
12,0.25,"scoulO. h ear Mr,.. H—,I  beseech you, bmaekoff gproom the","soul. Oh dear Mr. H—, I beseech you, break off from the"
11,0.31,"world. Shkae of every afItIre that kep uuur soul froom od,","world. Shake off every fetter that keeps your soul from God,"
11,0.24,"and thn hcww  wi|l it rcjoicce heeh eaart of, der SSir,","and then how will it rejoice the heart of, dear Sir,"
2,0.27,"Yusr etgranlly,","Yours eternally,"
2,0.25,. W.,G. W.
2,0.17,LETTERX VLI.,LETTER XLVI.
7,0.24,"Dear  MMnr. H____, London,, Afril 7;., 173.","Dear Mr. H___, London, April 27, 1739."
13,0.28,I rejoice lto hear o5th affetion of   myc ontrvymern.  ix a,I rejoice to hear of the affection of my countrymen. It is a
12,0.28,god gsi that th ewuord hastakeh ddecp r0ot i theiir heartts.,good sign that the word has taken deep root in their hearts.
13,0.31,"bBt boge al, do Ir eojie  at dear Mr. H— i trruly  siensibel","But above all, do I rejoice that dear Mr. H— is truly sensible"
