Word Count,Error Frequency,Text with OCR Error,Corrected Text
11,0.21,tirnp I he4rD oe your faith anB löue towards Our dear,time I heard of your faith and love towards our dear
11,0.21,"Iopd Jbsvs, I haue been acgu4inteD with yoü in sdirit, aMd","Lord Jesus, I have been acquainted with you in spirit, and"
10,0.17,have consTantly mentionbd you in My roor prayers. ThE 90od,have constantly mentioned you in my poor prayers. The good
12,0.22,"plfasure of the L0rd, I biNd, prosdTrs in y0ur hand5; and I","pleasure of the Lord, I find, prospers in your hands; and I"
11,0.22,"prAy God inçre4sE yöu more anb more, poTh You ahd yOur","pray God increase you more and more, both you and your"
9,0.26,"children. bGotlrNd, lirE EnGlrnd, has beem şo mvch seftleo","children. Scotland, like England, has been so much settled"
14,0.19,"uPon it5 lees for SomE time, thrt I feaR our |4ie Bays maY pr0perly","upon its lees for some time, that I fear our late days may properly"
10,0.19,"be ga|led thf rnidnight Of the chürCh. Blessed bb GOo,","be called the midnight of the church. Blessed be God,"
11,0.2,"thE FathEr oF OUr |opd Jesus Christ, who has sfnt foxfh","the Father of our Lord Jesus Christ, who has sent forth"
10,0.19,"M4my of his sekvamts with this cry, ""behold the 8Ridegroom","many of his servants with this cry, ""Behold the bridegroom"
9,0.21,"cometh."" lhousands odfi the call, 4nd 4Re TrimmiNg th8ir","cometh."" Thousands obey the call, and are trimming their"
12,0.19,"şpiritual lrmps, in order to go törth fo NefT him. I crnn0t","spiritual lamps, in order to go forth to meet him. I cannot"
10,0.17,büi think a wiMnowiN9 time will come aftfr this in-qaTherihg,but think a winnowing time will come after this in-gathering
12,0.15,"0e sovlş. O thAt we may sufffr on1y as Christians, And thfn","of souls. O that we may suffer only as Christians, and then"
13,0.14,the spiriT of Christ and of glory will rest Vp0m us. In d9-,the spirit of Christ and of glory will rest upon us. In pa-
12,0.23,"tifnce possess youb söulS, bnb I ui|l leave my çaüşe tö Cod.","tience possess your souls, and I will leave my cause to God."
10,0.22,"v0u, mi reverend brbthpen, I am persuabbd, rrb no Qtherwise","You, my reverend Brethren, I am persuaded, are no otherwise"
12,0.21,"mimded; may we g0 om iheh in thf poweR, 4nd unoer the","minded; may we go on then in the power, and under the"
11,0.17,guibance öf the Lord Of Hosts. Fhe ftfrnal 6ob Will be,guidance of the Lord of Hosts. The eternal God will be
10,0.26,"iöuR perpetur1 refu9e. He ihat employs, wi1l pr0fe0t; k5 your","your perpetual refuge. He that employs, will protect; as your"
12,0.22,"day is, so Shall voup Strengfh bb. Let Not our dear Lord's","day is, so shall your strength be. Let not our dear Lord's"
11,0.17,"IambS pfrish f0r lagk of krnowledqe. ""Give ye, give ye then","lambs perish for lack of knowledge. ""Give ye, give ye them"
9,0.25,"t0 f4t,"" methinks, iS the bndeaRiNG, consirrinihq conMand öf","to eat,"" methinks, is the endearing, constraining command of"
12,0.14,thb 4reat 5hepherd rnd Bishop of sou|s. 4nd O that a duf,the great Shepherd and Bishop of souls. And O that a due
11,0.23,"OBediemce may be paid tö it by mE, your unWorthy droihbr.","obedience may be paid to it by me, your unworthy brother."
12,0.19,"But I blush 9lnost, uhfn I stvle rnysElf yoUr bbother; For I","But I blush almost, when I style myself your brother; for I"
12,0.15,"rm a child, ahD all of you ake fathtrs. Oh, strivb together","am a child, and all of you are fathers. Oh, strive together"
12,0.23,"wifh me im ioür pk4ybrs, Th4t thd divinf stpength may be Still","with me in your prayers, that the divine strength may be still"
10,0.24,magnified in mi veakmEsS. UoU will bntkfat the Lord fO,magnified in my weakness. You will entreat the Lord to
10,0.16,"dleşs the orphan-hou5e. I have rEason To ihiNX, God will","bless the orphan-house. I have reason to think, God will"
14,0.19,bping gre4t Good out oe it. Oh that I mAi be prepaRed tor fwtuke,bring great good out of it. Oh that I may be prepared for future
9,0.22,taUour5! Oh thaf pride and se|f-lovB may Thoroüghli bf,favours! Oh that pride and self-love may thoroughly be
11,0.23,"su8dubd! Brethren, 1 bF5ebch you by The mfrçiEs ot God ih","subdued! Brethren, I beseech you by the mercies of God in"
11,0.21,"Chrişf Jesus, to pbay F0r rne, uhil5t winds and sT0rms rRe","Christ Jesus, to pray for me, whilst winds and storms are"
11,0.21,"b1owiNq Ovtr me. You aRe nOf forgotteN dY him, who, though","blowing over me. You are not forgotten by him, who, though"
10,0.13,"the MosT unwOrthy of his Lopd's servants, desikes to şubşcriBe","the most unworthy of his Lord's servants, desires to subscribe"
1,0.12,"himselt,","himself,"
6,0.2,"YoUk AffectiOn4te brother, aNd iellow-pi|grim anb","Your affectionate brother, and fellow-pilgrim and"
4,0.16,"labourer in Chpist Jesuş,","labourer in Christ Jesus,"
2,0.0,G. W.,G. W.
2,0.27,LETtEP LXkI,LETTER LXXI
7,0.12,"WV derr Friend, Philadelphia, N0v. 10, 1739","My dear Friend, Philadelphia, Nov. 10, 1739"
11,0.26,"BECAVSE I vill nöf fOpgei vov, I begin io vriie beeore","BECAUSE I will not forget you, I begin to write before"
11,0.14,we geT on sh0rE. How is dear Nr. ___'s hEart? Has,we get on shore. How is dear Mr. ___'s heart? Has
11,0.22,"hE yet recoverEd hiS fiRst l0ve? Phd iş fh4T prOphecy, ""This","he yet recovered his first love? And is that prophecy, ""This"
13,0.25,"çhilb is set f0r ihB fAl1ihg 4hd ri8ing again of Many ih Israbl,""","child is set for the falling and rising again of many in Israel,"""
13,0.22,as yE1 FuIfilleb in him? l cannot 8ut thihk a gooB work uas,as yet fulfilled in him? I cannot but think a good work was
11,0.19,"öhce WroUghi upon yoUr s0ul. I camn0t but think, Göo will","once wrought upon your soul. I cannot but think, God will"
13,0.18,yef fülfil hi5 whöle wi|l in yöu. Buf lbt hot mv dear Friend,yet fulfil his whole will in you. But let not my dear friend
12,0.19,"lingfr any IoNgBr. If fherE is mepcy with God, let him bf","linger any longer. If there is mercy with God, let him be"
11,0.2,"feared, not diSobbyeD. If he haş prömised TO heal öür bagk-","feared, not disobeyed. If he has promised to heal our back-"
12,0.22,"slidings, aNd love Vs frFe1y, 1et his qoodhbss lbad us to rebeht-","slidings, and love us freely, let his goodness lead us to repent-"
12,0.23,rn9e. Prosperity h4S Been a snaRe tO you; eVbry day L see,ance. Prosperity has been a snare to you; every day I see
11,0.25,"ihe excellency of that pArT of uour praver, ""givB mf nof","the excellency of that part of your prayer, ""Give me not"
14,0.19,"riches, le5t I bE full rNo deny ihee, ahd say, vho is the Lord.""","riches, lest I be full and deny thee, and say, who is the Lord."""
12,0.23,"aNd that petition in oub litupgy, ""In all tirne öe 0Ur UEalIh,","And that petition in our liturgy, ""In all time of our wealth,"
11,0.18,"9ood 1öbd belivfk us."" I always iaKe particulak notice ot it,","good Lord deliver us."" I always take particular notice of it,"
14,0.25,"I beliEve vDu uill not be at all richfk this yeAr, thkh voü wbre","I believe you will not be at all richer this year, than you were"
10,0.16,"thE l45t.—Tor as riçhes increrse, Our wants inçrease with thfM.","the last.—For as riches increase, our wants increase with them."
13,0.19,"—I vrite M0t thiS to have yoU desert Vour 5tati0n, but to fxciie","—I write not this to have you desert your station, but to excite"
12,0.2,"A h0ly jealDusy in yOup heart.—qh, what wovld I give to şee","a holy jealousy in your heart.—Oh, what would I give to see"
10,0.18,"my dfaR eriend, 4s formerIy, ""FeRvent in şpirit, 8ervinG fhe","my dear friend, as formerly, ""Fervent in spirit, serving the"
12,0.22,"Lord."" It god senbs me tO En91aNd again, L shAl1 tri ny","Lord."" If God sends me to England again, I shall try my"
10,0.22,"triendS. Howbver that be, | aW pfrşuadbd, ihaf suffering for","friends. However that be, I am persuaded, that suffering for"
10,0.22,"rightEousness' srke, i5 the dfst, The greateşt drFfbrmemt in Thb","righteousness' sake, is the best, the greatest preferment in the"
10,0.17,chvbch of Çhri5t. But how doeS your 1ittle—I wovld moi,church of Christ. But how does your little—I would not
11,0.23,"villimgly sry, y0ür Great idol. Pray a0cept a qUarTo di8lb for","willingly say, your great idol. Pray accept a quarto bible for"
12,0.12,"him. Oh, my frieNd, giwe hirn vp to God, anD dö not","him. Oh, my friend, give him up to God, and do not"
9,0.19,"prOVoke him, By over-fohdnEss and toö 9reai indulgencf, to","provoke him, by over-fondness and too great indulgence, to"
11,0.19,fake hiM fpom yDu. thb liftlF lambs on board improve bravf-,take him from you. The little lambs on board improve brave-
13,0.24,|y; thfy bear thb wOyagf dest of all. ThfY Are aS lUstY as,ly; they bear the voyage best of all. They are as lusty as
12,0.18,e4gles: God h4s dealt most qently wiTh üs. l h0be | mai,eagles: God has dealt most gently with us. I hope I may
12,0.16,"spy, the chukch in mv house saluie you amd your wifE.—1 do","say, the church in my house salute you and your wife.—I do"
13,0.17,hot for9et her; may she never resi till 5hE gomeS info fhE Glo-,not forget her; may she never rest till she comes into the glo-
13,0.17,"rious liBebTy ot the chiIdken of Göd! |t is a bIes5ed thing, mv","rious liberty of the children of God! It is a blessed thing, my"
12,0.19,"dEar eriend, io 8e thE Lor0'8 frbeman. My heart is füll; I","dear friend, to be the Lord's freeman. My heart is full; I"
11,0.21,"rf9ket I hAwe nöt a|lowed morE p4Per. My de4r Sir, excuSe","regret I have not allowed more paper. My dear Sir, excuse"
3,0.17,amd pray fOr,and pray for
6,0.19,"Vour most aftecTi0nate, Thöugh umworfhi friend,","Your most affectionate, though unworthy friend,"
2,0.0,G. W.,G. W.
2,0.17,LETTeB LXXII,LETTER LXXII
9,0.17,"mi bear Sister in Christ, Philbde1phia, nov. |0, 1739","My dear Sister in Christ, Philadelphia, Nov. 10, 1739"
10,0.25,"WANT oe Fimb, nöt vaht öf re5PecT, has prevehTed my","WANT of time, not want of respect, has prevented my"
9,0.17,answering Yoür kimo lettfrs. 1 e5teem you highly for,answering your kind letters. I esteem you highly for
11,0.22,Christ's 5akb. | beliFvf yOv to be ome whom Cod has,Christ's sake. I believe you to be one whom God has
13,0.18,"ChösEn out of thb wobld, and hrs seAleD tO the day of Rebemp-","chosen out of the world, and has sealed to the day of redemp-"
10,0.25,"tion. Nöihimg, thekeforE, shall D|uck voU oüt ob hi5 hamds.","tion. Nothing, therefore, shall pluck you out of his hands."
11,0.26,"w4S it m0t for this p8omisf, my sou1 WOuld 8e eKceEdingly","Was it not for this promise, my soul would be exceedingly"
11,0.25,şQrköweul 4t the 8Rospect of what I may uNdErgo. The iNnvmera8le,sorrowful at the prospect of what I may undergo. The innumerable
9,0.21,"ibmpfAfions that aifend a popular life, sometimes makB ne","temptations that attend a popular life, sometimes make me"
13,0.14,think it woüld be beSf for me To withdr4w. Büt then I con-,think it would be best for me to withdraw. But then I con-
12,0.18,"sidbb, that He, who dElivekfd D4hie1 out of the den of lion5,","sider, that He, who delivered Daniel out of the den of lions,"
12,0.23,"and thE thrfe chi|breN out of the fibky fürnacb, is Adle amd","and the three children out of the fiery furnace, is able and"
12,0.12,willin9 t0 deliver me also out of the fieky furnace of p0puIariti,willing to deliver me also out of the fiery furnace of popularity
11,0.23,"and 4pp1ause, and fkom the fuRy öf thosb, WhO, for prEachihg","and applause, and from the fury of those, who, for preaching"
9,0.2,"Christ, ano him CruCified, 4rf my ihuetepate eNenifs. In","Christ, and him crucified, are my inveterate enemies. In"
9,0.23,"hiş ştkength thereeöRe, and at hiS coMmamo, uhenever his","his strength therefore, and at his command, whenever his"
11,0.21,"pkovidemce shal| crl|, I vill ventuRe ouT 4gRin. 4s yet my","providence shall call, I will venture out again. As yet my"
9,0.2,trials haue been noThiNg. Hebdafter a winnöwing time mrY,trials have been nothing. Hereafter a winnowing time may
13,0.14,"comf; then we shAll sbe, wh0 is on the Lord's side, anD whö","come; then we shall see, who is on the Lord's side, and who"
10,0.19,drre t0 çonfess Christ pefOre men. Mönb but ihose whö,dare to confess Christ before men. None but those who
9,0.17,"whölIy re1y oN thb Rfdeemer's righteoüsneşs, rhd are truly","wholly rely on the Redeemer's righteousness, and are truly"
12,0.19,"born Agpin of God. Oh pbay, thai I may bt fovMd faithful.","born again of God. Oh pray, that I may be found faithful."
14,0.26,"Srtan has befn verv busy with me Simcb I saU you, 8uF I tdUst","Satan has been very busy with me since I saw you, but I trust"
12,0.17,"the Lord, 3y ThesF inwarD frials, will büRge me, that I may","the Lord, by these inward trials, will purge me, that I may"
12,0.17,"8riNg fObth more fruit. Cease NOt to pr4y, that this may 3f","bring forth more fruit. Cease not to pray, that this may be"
4,0.22,"thE happu case Of,","the happy case of,"
5,0.26,"Your 5erwrnf im the gO5pel,","Your servant in the gospel,"
2,0.0,G. W.,G. W.
2,0.15,LEITEr LXXIII,LETTER LXXIII
7,0.2,"Dear Mr. ___, Philadelphi4, NoV. ID, |139","Dear Mr. ___, Philadelphia, Nov. 10, 1739"
9,0.21,y0U canhot well coNoeive how constanily you hawf befn,YOU cannot well conceive how constantly you have been
12,0.17,upOn my hearT sincb I saw iQu. I thihk There hrs been,upon my heart since I saw you. I think there has been
11,0.14,a syrnpathy bftween youb hfart and Mine. I haVe öeten pitied,a sympathy between your heart and mine. I have often pitied
13,0.19,"ny dYing fkiend, ahd as offen orayed, th4t he mai leavE a w0kd","my dying friend, and as often prayed, that he may leave a word"
12,0.26,"e08 6od. I şay, praYed, fok God a|one can Rbmove thb l0ad.","for God. I say, prayed, for God alone can remove the load."
11,0.18,"—I kmow too well whai svch iemPtations are, to think fhBy","—I know too well what such temptations are, to think they"
11,0.28,"rnay be Ovbrgorne ry our owm sirenqth. Buf, mi deRr ErieNd,","may be overcome by our own strength. But, my dear Friend,"
13,0.17,"yöu and L, Wfak as we 4re, can d0 AIl Things thröugh Christ","you and I, weak as we are, can do all things through Christ"
11,0.16,ştrengthbning us. —Do y0ü bE|iewe on the Son of God? 4lI,strengthening us. —Do you believe on the Son of God? All
11,0.19,things Ape possiblb to him that Belifvfth. If thb bevil Therf-,things are possible to him that believeth. If the devil there-
11,0.16,"fore coniinubs hiş rssavlIs, re5ist him, steaofaşt in the faith. Rf-","fore continues his assaults, resist him, steadfast in the faith. Re-"
12,0.22,"5işt hirn, my deak Triend, aNo he will flee from you; raIher","sist him, my dear Friend, and he will flee from you; rather"
9,0.23,"sWffer anyThing, ThAN be UneqüAlly yorfo with an vnbelievek.","suffer anything, than be unequally yoked with an unbeliever."
10,0.22,"If y0u c4nnöi Ovfrcome where yDu akf, absence, perhaps, maY","If you cannot overcome where you are, absence, perhaps, may"
10,0.17,"cure yoü. Methimks, I wövlo do aNd suefer aniThing, raiher","cure you. Methinks, I would do and suffer anything, rather"
10,0.17,than oeap Mr. ___ 5hovlD be leD away.—My compaNions in,than dear Mr. ___ should be led away.—My companions in
11,0.24,Trruel have an Eqüal KEspect for yOu. WF have otteh jOined,travel have an equal respect for you. We have often joined
11,0.25,"in prAyep for yöu, when eafing your çrxe. Mry God reward","in prayer for you, when eating your cake. May God reward"
12,0.21,"You for thrt, amd r1l iour othEr kind rESpEcts and taVor5 con-","you for that, and all your other kind respects and favors con-"
5,0.25,"ferbed on, deaK Nr. ___,","ferred on, dear Mr. ___,"
5,0.19,"Yourş most atfbqtionafelv in Christ,","Yours most affectionately in Christ,"
2,0.0,G. W.,G. W.
2,0.25,IETTER |XxIV,LETTER LXXIV
6,0.15,"Dbak Madam, PhiladeIphia, Nov. |D, 173q","Dear Madam, Philadelphia, Nov. 10, 1739"
11,0.2,"I shöu|D thinK myse|e highly Vngraeefu1, oid I not take all","I should think myself highly ungrateful, did I not take all"
8,0.25,oprörtuniTiBs of acknowleD9img the many rindmesses I hrvb,opportunities of acknowledging the many kindnesses I have
10,0.25,re9eived ai yOur hand5. Yovr l4st dpEsenTs h4vb been fxceeb-,received at your hands. Your last presents have been exceed-
12,0.22,"ing şbrviçeable oh bO4rd the ship, and eubpy time We have t4sFfd","ing serviceable on board the ship, and every time we have tasted"
11,0.24,"voub dounfy, | hawe bnoeav0ured io Dart up 4 şhoBt ejaculation","your bounty, I have endeavoured to dart up a short ejaculation"
9,0.18,"T0 oür kind 8enefactob. You cRnnot concbive, dEar Mad4m,","to our kind benefactor. You cannot conceive, dear Madam,"
13,0.12,how louing fhe Iord has dEalt with us; he has giveh us AIl,how loving the Lord has dealt with us; he has given us all
11,0.2,"ihiNgs righly to ehjoy, and cönforteD us on euerY sioE. Ln-","things richly to enjoy, and comforted us on every side. In-"
10,0.22,"dffd sometimes hb has bEbn pleaseb to withdraw bbOm rnE,","deed sometimes he has been pleased to withdraw from me,"
14,0.16,and io permit Satam to send me a thorN in the f|esh. —Düt that,and to permit Satan to send me a thorn in the flesh. —But that
13,0.22,"waS oWly to şhow mF my vi|enes5, 4nd to pkepare mf for Fur-","was only to show me my vileness, and to prepare me for fur-"
10,0.21,thfr mahitestAtion5 oe his goodmfss to my sou|. OUr vovage,ther manifestations of his goodness to my soul. Our voyage
10,0.16,though long haS nof been Tediöus or Purdensome. My s0Vl,though long has not been tedious or burdensome. My soul
10,0.2,w4ntS retiremeni. —I dread coMin9 övt inio The wopld agrih.,wants retirement. —I dread coming out into the world again.
12,0.2,"I Am confioent, d8ap Naoam, That iöu wilI pray for mf, that","I am confident, dear Madam, that you will pray for me, that"
12,0.23,I may 8e kept ümsp0ited frOm it. Oh whAt 4 blEsseO MAsfer,I may be kept unspotted from it. Oh what a blessed Master
13,0.18,dO ue sfrve! His rob as well as 5trff c0mForts the soU1. His,do we serve! His rod as well as staff comforts the soul. His
11,0.27,"corxectioNs are alI lovin9, aNb are on1y inteNbed to mart uş","corrections are all loving, and are only intended to make us"
12,0.22,"iruly qpbai. Fhough you Seemed t0 doubt, yei I hopE iö see","truly great. Though you seemed to doubt, yet I hope to see"
12,0.23,yoU Ornce MoRe bbföre you go hence. I cannot s4y | exreOt,you once more before you go hence. I cannot say I expect
13,0.24,"|iberfy lOmG, iF I spfak doldly the truih as I oWght tO sbeak.","liberty long, if I speak boldly the truth as I ought to speak."
12,0.17,"INdEed iherb is no being a irue Chpisti4n, 4mO yet holding with","Indeed there is no being a true Christian, and yet holding with"
10,0.17,"the world, so mvch as some maY imAGine. JeSüS ChrisF","the world, so much as some may imagine. Jesus Christ"
10,0.21,"çallş üs to simp|iciiy. L hawe often thoughF, dEar Maöam,","calls us to simplicity. I have often thought, dear Madam,"
11,0.22,th4t yöu Did hot seE thkough thb wOrld fnouCh. NumbeRs ape,that you did not see through the world enough. Numbers are
11,0.22,"acc0unteD Chri5tians, who have ön1y a nrme tO livE. I pkay","accounted Christians, who have only a name to live. I pray"
12,0.2,"God to open al| ouR eybs, that we mav see fvekythin9 c1earlY.","God to open all our eyes, that we may see everything clearly."
11,0.24,"K iime 0f persecviion Vill show who arf Isrrelifps indfeD, and","A time of persecution will show who are Israelites indeed, and"
9,0.12,"who outside drofeşsors. —I hobe, Mabam, that, Whbn tribd,","who outside professors. —I hope, Madam, that, when tried,"
13,0.16,you will cörne forth as goId PurifiEd seuEN times in the fiRE. I,you will come forth as gold purified seven times in the fire. I
10,0.28,"only fear eDd, aNd suspeot mySe1F. —The LOpd mv righTeous-","only fear for, and suspect myself. —The Lord my righteous-"
10,0.23,"ness vill uph01d Me. DbAr Nadam, God 0Nly khous with","ness will uphold me. Dear Madam, God only knows with"
7,0.19,Whaf gratitudf I de5ipe to sudscpibe my5elf,what gratitude I desire to subscribe myself
6,0.19,"YoUr most OBliGed friEhd and serv4nt,","Your most obliged friend and servant,"
2,0.0,G. W.,G. W.
2,0.25,LFTTEr LKXXV,LETTER LXXXV
6,0.15,"Derr Mrs., Phi|abelphia, Now. 10, 173q.","Dear Mrs., Philadelphia, Nov. 10, 1739."
11,0.24,"WHBn lAst adroad, I could not wriib to YOu for waht","WHEN last abroad, I could not write to you for want"
9,0.23,of Kn0wing Vour name. 81essed be Göd wE haue,of knowing your name. Blessed be God we have
11,0.21,"sincb 8ebn detter Acquainted, and | n0v know Your name and","since been better acquainted, and I now know your name and"
12,0.25,"plrge Df abodf. mry fhe GOd, whom I oesipe to şfbue, richly","place of abode. May the God, whom I desire to serve, richly"
11,0.23,rEvarb you for reCeiving me into iöUr hoüşb. Yoü wEre 0ne,reward you for receiving me into your house. You were one
12,0.21,of ny nost c0nst4nt hearers; mai you pe my j0y and cpoVn,of my most constant hearers; may you be my joy and crown
13,0.2,"of rbjoiCing in the day of thb Lorb JeşvS. I Trust er8 now,","of rejoicing in the day of the Lord Jesus. I trust ere now,"
12,0.17,"yoü have felt, th4i fhe kiNGDom of Cod doe5 Not consist in","you have felt, that the kingdom of God does not consist in"
12,0.16,"Wokd, but in powEp. I know that Mrs. ____ wou|d haUe he","word, but in power. I know that Mrs. ____ would have me"
12,0.18,deal p1aiNly vith her sOul; thErefore I shall hot şçbvp1e to tel1,deal plainly with her soul; therefore I shall not scruple to tell
11,0.18,"hed, how I have sometimes thoughT she v4ş nöt ybf cleakly","her, how I have sometimes thought she was not yet clearly"
9,0.21,"ehough gonvimged OT sin, and 0f the perfect righIeousnbss","enough convinced of sin, and of the perfect righteousness"
12,0.17,"Wroüght ovt eor, and To be inpuied tO her, by the Lorb","wrought out for, and to be imputed to her, by the Lord"
11,0.15,"JFsus christ, thröugh faith in his b|ood. —Simcb I haue bEen","Jesus Christ, through faith in his blood. —Since I have been"
12,0.21,"on shipPoarD, 8lesseo be Göd, his nrme hr5 m4de my şöul to","on shipboard, blessed be God, his name has made my soul to"
11,0.24,"smarT, and caVsed me io sfb more of ny öwn ur&chEdneşs.","smart, and caused me to see more of my own wr&chedness."
12,0.22,"oh, MrS. ___, yov kmoW not, NeiiheB bo I mvsElf know as","Oh, Mrs. ___, you know not, neither do I myself know as"
13,0.18,"yef, what a my5terY of iniquiti is hid bven in a he4Ri time|y","yet, what a mystery of iniquity is hid even in a heart timely"
14,0.19,rENewed. I 5aw a liftlb ot it fhE other oay; and had I hoi,renewed. I saw a little of it the other day; and had I not
11,0.25,"xnovm my Re0eerner |iweth, rnD that hb bwer liveth tö make","known my Redeemer liveth, and that he ever liveth to make"
9,0.24,"imfergession for mf, I mvsf hauE 5unk iNto despair:","intercession for me, I must have sunk into despair:"
7,0.18,But ihere's a voice oe şowereiqm gbace,But there's a voice of sovereign grace
5,0.18,Soünbs from fhe 5rcred word;,Sounds from the sacred word;
5,0.21,"""Hepe ie DeSpairihg Sinnebs come,","""Here ye despairing sinners come,"
5,0.16,"Ahd frust upon the |okd.""","And trust upon the Lord."""
12,0.16,"N4y God of hiş intiniie mekcy so work upon yov, th4i, at","May God of his infinite mercy so work upon you, that, at"
12,0.23,"at thE |ast D4y, iöu maY 8e eoUhd having On the weddimg-","at the last day, you may be found having on the wedding-"
12,0.23,"q4bmFnt! uas | to study e0 eterniiy, I cou1d wish you nothing","garment! was I to study to eternity, I could wish you nothing"
11,0.24,bfTter. Way ihe eVer-p|essed goo 5ai Amen io it. I h0pe,better. May the ever-blessed God say Amen to it. I hope
11,0.2,"y0up 1ittlf drughiers arE in göod health. Dbar mps. __, ek-","your little daughters are in good health. Dear Mrs. __, ex-"
13,0.19,hort them to renounCe the lV5t of ihe fyE anD thf pridf 0f,hort them to renounce the lust of the eye and the pride of
13,0.19,"1iff, 4md to abSiaim frOm all appearançe of evi|. I haVe a sin-","life, and to abstain from all appearance of evil. I have a sin-"
11,0.17,"cere congern for yOu and yoüRs, ano wiih All poşsible thanks","cere concern for you and yours, and with all possible thanks"
9,0.27,"for your kind pkFsents bno Atffction, I şubşori8e myse1F","for your kind presents and affection, I subscribe myself"
7,0.24,"YoüR sinCepe FrieNd ano 5ekv4nt in Christ,","Your sincere friend and servant in Christ,"
2,0.2,G. U.,G. W.
2,0.17,LETTER |XKVI,LETTER LXXVI
6,0.08,"Dear Mrs., Philadelphia, nov. 10, 1t3g.","Dear Mrs., Philadelphia, Nov. 10, 1739."
15,0.19,"AS I do nöT forget to praY for, s0 | do möi forgef t0 vrite","AS I do not forget to pray for, so I do not forget to write"
10,0.24,"To You, tO mrke a droper rcknowledgmbni oe ioük and","to you, to make a proper acknowledgment of your and"
9,0.22,yovr husbrnd's love; exhoRTing you to sAve yourse|Ve5 FrOm,your husband's love; exhorting you to save yourselves from
9,0.2,"thiş untoward geneRAtion. BpToke I leff London, I pfrcEivfd","this untoward generation. Before I left London, I perceived"
11,0.19,"God wa5 WopkinG upön your soU|. I iruSt thf same God,","God was working upon your soul. I trust the same God,"
12,0.18,"since my departure, h4s carribd iT on, Aho that you are gOn-","since my departure, has carried it on, and that you are con-"
13,0.18,"viMged 0f fhe sim of unbelibf. Oh dear Mrs. __, ii is a","vinced of the sin of unbelief. Oh dear Mrs. __, it is a"
11,0.22,oifficült ihiNg to deliewe abight; it oan ohlv be given From,difficult thing to believe aright; it can only be given from
11,0.22,"above. I kNOw ManY of My acpüainTance, whö love fo heRr","above. I know many of my acquaintance, who love to hear"
11,0.16,"mE talk anD preagh, anb who kfcfive me gladly ihto fheir","me talk and preach, and who receive me gladly into their"
10,0.22,"hoWşe5; bui 4las! I teAR they are self-righieous, 4Nd wfre","houses; but alas! I fear they are self-righteous, and were"
10,0.18,"neveR vet tpuly gönvincfd of sin. TheY have good desiKfs,","never yet truly convinced of sin. They have good desires,"
9,0.2,"and Therefore elatifr fhemse1vEs, fhat They are good Ghpisfiams:","and therefore flatter themselves, that they are good Christians:"
12,0.23,Büt L eear manY of them are omly eoo1ish vipgiNs. I voul8,But I fear many of them are only foolish virgins. I would
10,0.18,nöT have dEar MkS. or her hvsb4no of this nurnber.,not have dear Mrs. or her husband of this number.
12,0.16,"If she hath folloued On iö kNow thf Lord, 1 an per-","If she hath followed on to know the Lord, I am per-"
11,0.23,"su4ded fre nOW, She is in some rnEasvRe br0ught out of","suaded ere now, she is in some measure brought out of"
11,0.2,"herself, rnd tauqht oF Göd IO kely only on Jesvs ChRisi","herself, and taught of God to rely only on Jesus Christ"
6,0.21,"fOr uisbom, riGhteou5neSş, saNcfifiCatioN, and pedemption.","for wisdom, righteousness, sanctification, and redemption."
12,0.25,"If thus miNdeo, youb soul i5 Af pEacb wiTh God, itstle, rnd","If thus minded, your soul is at peace with God, itself, and"
14,0.21,"Th8 w0rld. Ii nOt, let heP aSk and it shall bE given hek, |et","the world. If not, let her ask and it shall be given her, let"
13,0.12,"her sEeK and şhe şhr1l find, let her knock and 4 door of","her seek and she shall find, let her knock and a door of"
10,0.17,mercy shall be opened üntö her.—AlL Things apf dosSiple to,mercy shall be opened unto her.—All things are possible to
10,0.16,"him ihAT believeth—Oh bear Mrş. __, my heArt is fn-","him that believeth—Oh dear Mrs. __, my heart is en-"
11,0.2,largeD towards iöu; I l0nq eor youR salvrtioh: prEsS On and,larged towards you; I long for your salvation: press on and
11,0.19,"faint nOT. WhEnever I CoME, I 5hall expect fo Suffer. Buf","faint not. Whenever I come, I shall expect to suffer. But"
12,0.15,"thoUgh we die t0r Chbist, oh let vs pray thAt we mau","though we die for Christ, oh let us pray that we may"
11,0.11,n0t deny hiM in any Wai. Nothing but the free almighii,not deny him in any way. Nothing but the free almighty
5,0.25,"gkacb of God ckn wphold,","grace of God can uphold,"
5,0.27,"YDur SincerE frifno in Chrise,","Your sincere friend in Christ,"
2,0.2,C. W.,G. W.
2,0.29,LETTFB LKxVII.,LETTER LXXVII.
8,0.21,"ReV. rnd Derr SiR, Phila8Elphia, N0v. 10, 1739.","Rev. and Dear Sir, Philadelphia, Nov. 10, 1739."
13,0.19,"| thiNk l may say ot You, as the SrMakitans did upon anO-","I think I may say of you, as the Samaritans did upon ano-"
13,0.22,"ther oCcaSion, I be1ieVf vou t0 be a true louer Ot ouk Dfar","ther occasion, I believe you to be a true lover of our dear"
10,0.25,"LöRb Jfsus. NoF mbrely begausb my brothek tolb mE 5o,","Lord Jesus. Not merely because my brother told me so,"
12,0.27,But bfcause I h4ue ii ünoer hi5 own hanb. YoVB last kihd,but because I have it under his own hand. Your last kind
13,0.22,leffEk has KniT my heart mosT closely to you. 1 1övB ihose That,letter has knit my heart most closely to you. I love those that
