Word Count,Error Frequency,Text with OCR Error,Corrected Text
11,0,the world. May the great Bishop of souls amply reward both,the world. May the great Bishop of souls amply reward both
8,0.32,"ihm an dyo,u  for li fvos (onfered on","him and you, for all favors conferred on"
6,0.24,"Your isnrcee firedn and humle servan,","Your sincere friend and humble servant,"
2,0.2,G. .W,G. W.
2,0,LETTER XVI.,LETTER XVI.
7,0.24,"My Der EFriend, luCeester, Jun3e 3 01376.","My Dear Friend, Gloucester, June 30, 1736."
9,0.29,GLORY! glolkkry! gory!  be asscrbedt o aa lnnimghtyrriue,GLORY! glory! glory! be ascribed to an almighty triune
8,0.29,"God—ast Sund3eay inthe  atelrnoou, lI ppreahe dmy","God.—Last Sunday in the afternoon, I preached my"
13,0.31,"firs sermon i the churrchE St. MMary Dc  Crypt, whem e|I  wa","first sermon in the church of St. Mary De Crypt, where I was"
10,0.29,"aptizde, and lsofirsI reeietv teh   seacramnt of h Lorb's","baptized, and also first received the sacrament of the Lord's"
11,0.28,"super. Culrriositj,as yyoum aeasilii gnuess,dre a large coh-","supper. Curiosity, as you may easily guess, drew a large con-"
10,0,gregation together upon the occasion. The sight at first a,gregation together upon the occasion. The sight at first a
12,0.28,Ilitllea wed m but Ias ocmmEforted with a hear—fett sevnse of,little awed me; but I was comforted with a heart-felt sense of
9,0.29,"hhe iine pkreesennce, an son found 7heu npeakabbleavan-","the divine presence, and soon found the unspeakable advan-"
11,0.29,tagse of hauinc bennac ccnustomed to uplbc zspeakin6 Wwhen a bo,tage of having been accustomed to public speaking when a boy
11,0.25,"at zschqool;, ando f  exhorting ad techign the prisoners  ahnd puoo","at school, and of exhorting and teaching the prisoners and poor"
10,0.27,"peole aatttheir piirvte houses, whils taf the unverity.. By","people at their private houses, whilst at the university. By"
12,0.28,these mecans I     was kegp tfromm  beng dqnde oover muh. As ,these means I was kept from being daunted over much. As I
11,0.33,"prceeded, I eprceived the fir  hki1e, till tt qqst, tooh so","proceeded, I perceived the fire kindled, till at last, though so"
12,0,"young, and amidst a crowd of those who knew me in my","young, and amidst a crowd of those who knew me in my"
12,0.3,"innfan cildishb pay, I ttrust, Ia  enabld  to speakw+th 5ome","infant childish days, I trust, I was enabled to speak with some"
10,0.3,"igoe of 9ospelauthority. Som few ocked, btnoost f0r","degree of gospel authority. Some few mocked, but most for"
12,0.29,"th reset seewed sftrcck; ad I ahvc sice heardr, thst ocm-","the present seemed struck; and I have since heard, that a com-"
13,0.25,"plant had ben mape  t biishop, lthat I dr0wv eifteenmad   the","plaint had been made to the bishop, that I drove fifteen mad the"
10,0,"first sermon. The worthy prelate, as I am informed, wished","first sermon. The worthy prelate, as I am informed, wished"
10,0.26,"thaat thee ammdnes miGghnto+t besorggotten before nxet  vnday,","that the madness might not be forgotten before next Sunday,"
14,0.26,"BefoRe ttnhen,     hhope, ny  sermonupun 'Hae tha7t i sin hrist, is ","Before then, I hope, my sermon upon 'He that is in Christ, is a"
10,0.25,"new creuture,' willbec omqpleted. Blessed bbeG od.,, I nOWw","new creature,' will be completed. Blessed be God, I now"
6,0.25,"Ffind freedonnm in rwitng. Gloricsu  esu,","find freedom in writing. Glorious Jesus,"
9,0,"Being thus engaged, I must hasten to subscribe myself,","Being thus engaged, I must hasten to subscribe myself,"
5,0.26,"my dear S,k Yuosr, &cc.","my dear Sir, Yours, &c."
2,0.17,G. W..,G. W.
2,0.23,LEJTTER XVII.,LETTER XVII.
7,0.25,"Decerr Mrs. ., Oxn, Juyl 7, 17.6","Dear Mrs. H., Oxon, July 7, 1736."
10,0.3,WAHTT alI I say in dEfevs of my seemngly ungrae-,WHAT shall I say in defense of my seemingly ungrate-
9,0,"ful silence? Why, I hope, your kindness will ac-","ful silence? Why, I hope, your kindness will ac-"
13,0.26,"cept of thr3easons  Idave in MMrs. Wcoll's etter,sq a suffiki3ent","cept of the reasons I gave in Mrs. Well's letter, as a sufficient"
12,0,"excuse for it, nothing but those, I assure you, being the cause","excuse for it, nothing but those, I assure you, being the cause"
11,0.24,"otf it. ellt he,   preummmig ohn your kind palrdon, givem e","of it. Well then, presuming on your kind pardon, give me"
8,0,"leave, (after all acknowledgments of gratitude for kindnesses","leave, (after all acknowledgments of gratitude for kindnesses"
11,0.29,"reCeivedd)) too bd yu ommce mre welcome to OGtlouceseer,h d  to","received) to bid you once more welcome to Gloucester, and to"
12,0.26,"wi vyyu andMr .H., iwth ally soou1l, tgh greatest comffort,","wish you and Mr. H., with all my soul, the greatest comfort,"
12,0.28,"tht eher thissor 3 otherw otlrd Ccn affor yuo. It's tru3e,","that either this or the other world can afford you. It's true,"
10,0,"indeed, we must not expect much comfort here, except what","indeed, we must not expect much comfort here, except what"
13,0,"results from a good conviction that we are in a safe state, by","results from a good conviction that we are in a safe state, by"
10,0.23,"beeing bong aain  of te H0oly Ghst. ITnhis ,Wwill affuord","being born again of the Holy Ghost. This, will afford"
10,0.26,ous inexxpressile tisfactin oeven o nthis sidco ft h3g rave.,"us inexpressible satisfaction, even on this side of the grave."
15,0.28,"It will giwv eu eas een pain, becuasci wek noW, if we bear i p-a","It will give us ease in pain, because we know, if we bear it pa-"
12,0.25,"tientliy, i wilevn d in gloy.TI his, will mak us mmeek and","tiently, it will end in glory. This, will make us meek and"
9,0.27,"guntlss nder  crosses and disappinntm3ent,s becusie w knmow we","gentle under crosses and disappointments, because we know we"
12,0.27,"are ttaugght to exgct  tthem, anp thel our blsoed Mafter has gonde","are taught to expect them, and that our blessed Master has gone"
13,0.26,"hefore us in  hennm .In Hshort, it ilil make us easyiin evrery","before us in them. In short, it will make us easy in every"
11,0.29,"sttion, because wc hve a geierelp  rbomiisee, Iaat all hngs  shal","station, because we have a general promise, that all things shall"
11,0.26,worc fo goooo to them  that  oe God. But 5subpposnGg e,work for good to them that love God. But supposing we
12,0.31,Wee to have no leuasre  on this sid f eavne yt he,"were to have no pleasure on this side of Heaven, yet the"
11,0,"thoughts of being happy, and that too for all eternity here-","thoughts of being happy, and that too for all eternity here-"
11,0.28,"qft3r, mehtikns soulld teqh su to ear up udr avevi  cala-","after, methinks should teach us to bear up under every cala-"
11,0,"mity here, not only with submission, but a holy joy. Good","mity here, not only with submission, but a holy joy. Good"
13,0,"God! the very idea of what we are to be in glory, transports","God! the very idea of what we are to be in glory, transports"
12,0.29,"me whileIam wwriting. Tehh, here, Ms.  HH., we shal  lsee","me while I am writing. There, there, Mrs. H., we shall see"
11,0.3,"thebessed Jesuzs, whohm ouvr su1ss hae seagerly tkhirsed fater","the blessed Jesus, whom our souls have so eagerly thirsted after"
10,0.27,"in hiss illfe ,sUruundedd wi+th grlojy; and attended wi myriads","in this life, surrounded with glory, and attended with myriads"
13,0,"of his holy angels, who will rejoice at our safe arrival to their","of his holy angels, who will rejoice at our safe arrival to their"
9,0.3,"hfap yamnsionns, and iith eeatde ecoes welcoOem ust  o","happy mansions, and with repeated echoes welcome us to"
11,0.27,"cehvaee. Thenr, thorre,w aa shal1 lnot only see but llive with","heaven. There, there, we shall not only see, but live with"
14,0,"him and enjoy him too, not for a day, a month, a year, an","him and enjoy him too, not for a day, a month, a year, an"
11,0.29,"age, but toa llI eternity. Annd  wko an elll ha plesarue,","age, but to all eternity. And who can tell the pleasure,"
9,0.27,"comfort, peace, jco.y elight,  ad trasporrt;agllruifiied sainmt","comfort, peace, joy, delight, and transport, a glorified saint"
10,0.25,"uilll ge linn hte ossscsion of his wishde-fuor, |ogned-pfor, ever","will feel in the possession of his wished-for, longed-for, ever"
9,0.29,"adrble,, evr gracious, bleSssed belove, tuneG od agd tkeat","adorable, ever gracious, blessed, beloved, triune God, and that"
12,0.27,"ofr ever?? Sureely Ihe happins slil pvb   so qgrsat, that ee hath","for ever? Surely the happiness will be so great, that eye hath"
12,0.29,"not e en, nor ear heeeamrd, neither  cav the   hcearto  mnan-","not seen, nor ear heard, neither can the heart of man con-"
12,0.29,"ciev thHe Ihonsanth prt Ithhemreof. An yet, graelt ac  t is, I","ceive the thousandth part thereof. And yet, great as it is, I"
11,0.27,"not 0only wb,h bt have good nhopet hroaugh CChist that nuo7","not only wish, but have good hope through Christ, that not"
12,0.24,"only  aou   aand Mr. H,butt eal mYy Christtian friends aund een","only you and Mr. H., but all my Christian friends, and even"
12,0.27,"| myeSslf htrovghh grace,shaallon eday be park3ers of +. Thhe","I myself through grace, shall one day be partakers of it. The"
10,0.26,"way and meaanswe knwo. fI anyoon3e ,savs CChirs will","way and means we know. ""If anyone, says Christ, will"
11,0.28,"comnne afte me (to g1lory)   lett hirnm reovnc himfsel""i., make","come after me (to glory) let him renounce himself."" i.e., make"
12,0.28,"his uown wll on prcipiie of actin;, be no self-pleafsr, ""Gn take","his own will no principle of action, be no self-pleaser, ""and take"
10,0,"up his cross"" patiently (whether of sickness or outward circum-","up his cross"" patiently (whether of sickness or outward circum-"
13,0.28,"stances,&.c) """"andd then lloe+ ihwwh ollowm e,"" f1low me iu a ay","stances, &c.) ""and then let him follow me,"" follow me in a way"
12,0,"of duty here, and he shall follow me to glory hereafter. May","of duty here, and he shall follow me to glory hereafter. May"
12,0,we all be such followers of the blessed Jesus! And why should,we all be such followers of the blessed Jesus! And why should
10,0,we despair of becoming such? What is there in Christ's,we despair of becoming such? What is there in Christ's
11,0,"doctrine or example but that we may all, through the assistance","doctrine or example but that we may all, through the assistance"
12,0.28,"ft he Hoyl    Spirit, imitate hhi miin? Supose it  oe blgie us","of the Holy Spirit, imitate him in? Suppose it does oblige us"
11,0,to be a little stricter than our neighbors? Suppose it does,to be a little stricter than our neighbors? Suppose it does
9,0,forbid us spending too much time in the seemingly-innocent,forbid us spending too much time in the seemingly-innocent
10,0.29,entirtainets oof the age? Supocse it dds commandu   sto,entertainments of the age? Suppose it does command us to
10,0.27,"be  contaant ap fraqeunt in pryer, in Wathcings, qstins, and","be constant and frequent in prayer, in watchings, fastings, and"
12,0.24,oher cats of mrtificaation?Suppse it doie sbigd u smrot    to inn-,other acts of mortification? Suppose it does bid us not to in-
12,0.26,"dullg our unrly paxsis;  but 1to learn  ofChrsit oo bee meKk,","dulge our unruly passions; but to learn of Christ to be meek,"
11,0.28,"atient, ahnd ltotwy?? Spup0osee it doesscopel us Ito deem our","patient, and lowly? Suppose it does compel us to redeem our"
11,0,"time, to fill up every day with proper duty and devotion?","time, to fill up every day with proper duty and devotion?"
13,0.28,"eY,t what ii nalt nis that is terribe? Hsa not suc a bgehavi-","Yet, what in all this, that is terrible? Has not such a behavi-"
11,0.27,"ouR  a na+uur|lla tgendenyc tom akieu cal,m easy, dpaakeful, happy?","our a natural tendency to make us calm, easy, peaceful, happy?"
13,0.28,"And tHevn, why hsould weee rreffs soe asy a lkkye, so lgh ta","And then, why should we refuse so easy a yoke, so light a"
13,0,"burden? I am sure the little (alas! too, too little) time I have","burden? I am sure the little (alas! too, too little) time I have"
13,0.28,"trawni t,I have foounn i tnot gailling but neualg, nad the","drawn in it, I have found it not galling but healing, and the"
13,0.29,"longer I ealk itt,tthc asire and paasntter it is. Lee us  thnn,","longer I bear it, the easier and pleasanter it is. Let us then,"
10,0.25,"Daer Mrs. H.,,hcerfoully toake ti upon u; nd thcern","Dear Mrs. H., cheerfully take it upon us, and then"
8,0.29,o mortll irvingfo us all caan  mi,No mortal living of us all can miss
6,0.29,"A pemaanennt,, a sures bsatntil plis5.","A permanent, a sure substantial bliss."
6,0.28,"Yoµu kxinc(gere, tuoug very unworthy friend","Your sincere, though very unworthy friend"
3,0.25,"and humbl es3rrvvan,","and humble servant,"
2,0,G. W.,G. W.
2,0.23,LETTEEB XVII.,LETTER XVIII.
6,0.3,"Dqer5Sr, Okxon, OCct. 14, 17.","Dear Sir, Oxon, Oct. 14, 1736."
11,0.28,"I Was ogreably daetaned, as yoou wGre   lpeascoecd +u term i,t","I Was agreeably detained, as you were pleased to term it,"
11,0.27,"last Tuseday,  in eang yuor kind  le+ter an had I onot","last Tuesday, in reading your kind letter, and had I not"
11,0.32,bene assst bby Ithe gkreC f God toveceive evrtyhirn vith,been assisted by the grace of God to receive everything with
10,0,"an equal, undisturbed mind, perhaps the contents of it might","an equal, undisturbed mind, perhaps the contents of it might"
9,0,have given me some small uneasiness. But religion quite,have given me some small uneasiness. But religion quite
11,0.27,"changes tmo   ntur of man, nd makes us llvrecgiwealll the","changes the nature of man, and makes us receive all the"
7,0.3,dspenxatons of providen3  uwit kesigntion and thskfuens.,dispensations of providence with resignation and thankfulness.
12,0.27,"Of tis, deareslt Sir,, I hOpyo have madxan exqekimentalI pprootf,","Of this, dearest Sir, I hope you have had an experimental proof,"
10,0,in bearing up with courage and resolution under those acute,in bearing up with courage and resolution under those acute
11,0.26,"ppaiins he A1miGghhty wsu ppleaSsed tv i5it you with IlatsSunday,","pains the Almighty was pleased to visit you with last Sunday,"
9,0.26,"anndw ith which,p rh3aps, His ininite wisdomnaad go0neec","and with which, perhaps, His infinite wisdom and goodness"
12,0,may continue to visit you longer. My dear friend (if I mistake,may continue to visit you longer. My dear friend (if I mistake
13,0,"not) used to say, he was afraid God did not love him, because","not) used to say, he was afraid God did not love him, because"
12,0.27,"e did nn+o chaastaen him. Behold  theu, nwthehad   f the","he did not chasten him. Behold then, now the hand of the"
13,0.28,"oLrd s  upn you,   no tso umch o punichs, as to  puify  youR","Lord is upon you, not so much to punish, as to purify your"
12,0,soul. Not in anger but in love. Pray therefore in your easy,soul. Not in anger but in love. Pray therefore in your easy
9,0,"intervals, that you may know, wherefore the Lord contends","intervals, that you may know, wherefore the Lord contends"
12,0,"with you, and that you may not come cankered out of the","with you, and that you may not come cankered out of the"
10,0.28,"furnaCce of aflictionCOffeu p every gro,a eoevggr igh. in","furnace of affliction. Offer up every groan, every sigh, in"
11,0.28,"he narnme ofy aurr dying, izsen Redeear, andd doubt nt,ubt","the name of your dying, risen Redeemer, and doubt not, but"
12,0.29,t3hy vill bc oas preralen s set times of ppRraye. Our bbeng,they will be as prevalent as set times of prayer. Our being
11,0.23,"enabled to prray whcen sicness   comes on u5ss, doUbtls, ist o","enabled to pray when sickness comes on us, doubtless, is to"
12,0,"teach us the necessity of praying always, when we are in health.","teach us the necessity of praying always, when we are in health."
11,0.29,"But, deannr Mr HH., wats n uh lessons, or ecxxittme1tf, I","But, dear Mr. H., wants no such lessons, or excitements, I"
11,0.29,"blieue,, to pprajyr. MethiknsI could bearr soe o for pim","believe, to prayer. Methinks I could bear some of your pain"
13,0.29,"pfor    yo, ift  hea wuold gve vyooµ comfot Butas it is im-","for you, if that would give you comfort. But as it is im-"
11,0.28,"possilBe  ,O letm neverr cease most eanrnest to bese3chmy","possible, O let me never cease most earnestly to beseech my"
9,0,"heavenly Father, that He would sanctify this His fatherly","heavenly Father, that He would sanctify this His fatherly"
11,0.28,"corrcction to  you,  ad t hee esnso of your weahnees mmay","correction to you, and that the sense of your weakness may"
10,0.26,d dsttrength to vyour ffaith nad seirousnezxs to  yiour re3epntance,"add strength to your faith, and seriousness to your repentance."
12,0.26,"Poorr Ml.. Pauncefoot,  ind, is isite in a faRr more miievUs","Poor Mr. Pauncefoot, I find, is visited in a far more grievous"
10,0.27,"mannerr, poor ggocloo mun, uurel ythet imde ofh is dissollutibon","manner, poor good man, surely the time of his dissolution"
12,0.29,"I shoud Ssoyo f iis cornatino pdravvweth   eal. See,dearr Mr. H..,","(I should say of his coronation) draweth near. See, dear Mr. H.,"
9,0.31,hroqgh what rtuilatin we mst ert ino  gllory. Be,through what tribulations we must enter into glory. Be
13,0.28,bleaasd  tt give my hearty lovvve mno thenks to m forhis last,pleased to give my hearty love and thanks to him for his last
11,0.29,"kind etek. Beg him naot  o cese praiyng forrme, uunwoonrty","kind letter. Beg him not to cease praying for me, unworthy"
13,0,"as I am. And, I hope, I shall not be wanting in returning","as I am. And, I hope, I shall not be wanting in returning"
11,0.26,"is ixnnessi nth easme mannek. Buut alas, I  have   ntohin","his kindness in the same manner. But alas, I have nothing"
11,0.27,"t ddepn do, but  tnhe  merits oof a uciFiaed Rdeemer to","to depend on, but the merits of a crucified Redeemer to"
10,0,"have my poor petitions answered. But does dear Mrs. H.,","have my poor petitions answered. But does dear Mrs. H.,"
9,0,complain of deadness and coldness in devotion? Alas poor,complain of deadness and coldness in devotion? Alas poor
10,0.26,"womann! leet ernott b3 disheaterned. Tbbis ss acomplqant,","woman! let her not be disheartened. This is a complaint,"
11,0,which all the children of God have made. And we must,which all the children of God have made. And we must
12,0.26,"tcae a grea1t dea lof paoans with oukr  heartzs, must raoften","take a great deal of pains with our hearts, must pray often"
12,0.28,and lonng efore we shalllb ee ablet oo rya wlil. @Annd the,"and long, before we shall be able to pray well. And the"
13,0,"only way I can think of, to shame ourselves out of deadness in","only way I can think of, to shame ourselves out of deadness in"
11,0,"prayer, is to censure and condemn, to humble and bewail our-","prayer, is to censure and condemn, to humble and bewail our-"
13,0.25,"xeelvves for it everiy timme wee go uooon ournees, a1t llaeslt very","selves for it every time we go upon our knees, at least every"
11,0.28,ime we slmlny re7tie o scuonuverse with  GGGod  uBtw hy does,time we solemnly retire to converse with God. But why does
12,0.25,de Mrr.s H. cso mcuhHh a sthinck   0f omittiing but once thhe,dear Mrs. H. so much as think of omitting but once the
11,0.23,rreceivnng   of teh mholy sacrawenttt? Or if Satan oes ppu such,receiving of the holy sacrament? Or if Satan does put such
11,0,"thoughts in her head, why does not she repel them with","thoughts in her head, why does not she repel them with"
9,0.27,+he UIttmstabhoreenci?A las! 5should th devill gani his,the utmost abhorrence? Alas! should the devil gain his
10,0.28,"point heree, Would not htr dcvlin gvworld say Mrs.. H..,,","point here, would not the ridiculing world say, Mrs. H.,"
11,0,"began to build, but had not wherewith to finish. I have","began to build, but had not wherewith to finish. I have"
10,0,seen too many fatal instances of the inexpressible danger and,seen too many fatal instances of the inexpressible danger and
10,0.25,"qd consequences os  lecving off  any co mgans f grasce,","sad consequences of leaving off any one means of grace,"
11,0.25,not to ev0coruage Mrs. .H zseadFazsl to ersevere in he good,not to encourage Mrs. H. steadfastly to persevere in the good
11,0.27,"waay shge has begun rdw udl exhrof her, in hae name","way she has begun; and would exhort her, in the name"
10,0.32,"oof theLd esus CHrs,, t labbo dailyy to mortify","of the Lord Jesus Christ, to labor daily to mortify"
9,0.29,"d  subdue he  corruption, rot  wilfullyt   idugeh erfsee1lf","and subdue her corruptions, not wilfully to indulge herself"
11,0.32,"iun ay itl hhabi. csto, r temfper ad thenasre hhers3efl,","in any ill habit, custom, or temper, and then assure herself,"
12,0.26,"one timeo r aunnother, Christ willlb e madd ekwon uutoh her in","one time or another, Christ will be made known unto her in"
12,0.24,"breakin6 fo  hread. But what shal| I sya, dearir,  about .","breaking of bread. But what shall I say, dear Sir, about Mr."
14,0.26,"W.&c., &c.? Aias! I find,   thy are all   iin 1th gallof bitterhuesss,s","W. &c., &c.? Alas! I find, they are all in the gall of bitterness,"
12,0.24,"in  theverry bondaqgee of iiniqUUiy,t ard alI can  do, is","in the very bondage of iniquity, and all I can do, is"
13,0.25,"to pi+ftvy nd pray fcorthem. If ind mooe acn dmore, +tthat wher","to pity and pray for them. I find more and more, that where"
10,0,"true religion is wanting, there is confusion and every evil","true religion is wanting, there is confusion and every evil"
11,0.25,"work,. ut wy is myhorourd mothenrr so solicitou aboµt an",work. But why is my honoured mother so solicitous about a
11,0.31,"ew ptarry 1tbhinfg, thtta ill  quic perish?  Why wlil sh not","few paltry things, that will quickly perish? Why will she not"
12,0,"come and see her youngest son, who will endeavour to be a","come and see her youngest son, who will endeavour to be a"
11,0,"Joseph to her, before she dies? What makes my dear friend","Joseph to her, before she dies? What makes my dear friend"
10,0.25,"and his kiindw ife, ggive m3anootter imnvitatiooon to Glukcester?","and his kind wife, give me another invitation to Gloucester?"
11,0,Alas! have I not wearied and been expensive enough to you,Alas! have I not wearied and been expensive enough to you
13,0.32,"oalready? I hop tosend yo;u,in ashor ttim,ewto uieaf  t-","already? I hope to send you, in a short time, two guineas to-"
10,0,wards paying for Mr. Henry’s Exposition. I wish I could,wards paying for Mr. Henry’s Exposition. I wish I could
12,0,"spare more, but time will bring all things to pass. You see","spare more, but time will bring all things to pass. You see"
12,0,what a large letter I have written to you to make amends,what a large letter I have written to you to make amends
12,0.3,"pfor the mn Shhorot ors,I  mve fen lately. Thouggh I bbe-","for the many short ones, I have sent lately. Though I be-"
14,0.26,"lieve ou may saY   of mmiine, thequite ontrayr too wht ITI xsay of","lieve you may say of mine, the quite contrary to what I say of"
11,0.29,"ours;  tthe shqortmre the better. My udenespeocts to al lfried,","yours; the shorter the better. My due respects to all friends,"
11,0,"and believe me to be, in the utmost sincerity, Dearest Sir,","and believe me to be, in the utmost sincerity, Dearest Sir,"
9,0.26,"Yooura nd Mrs.  H.ss ffec+iorrntaefRriend anddh ubles ervant,","Your and Mrs. H.’s affectionate friend and humble servant,"
2,0,G. W.,G. W.
2,0.2,LETTE RXX.,LETTER XIX.
6,0.19,"Dear Sir, Oxon Nov, 5,71763","Dear Sir, Oxon, Nov. 5, 1736"
10,0.28,HEREWTH I havie seny ou syven pvuns Ifto ay or,HEREWITH I have sent you seven pounds to pay for
7,0.3,Mr.nerv's Comentary.. Dear Ecsq.T hhooll decently,Mr. Henry's Commentary. Dear Esq. Thorold recently
12,0.27,"made m a present o te gnunnieas,s o  thca uow (ofrever bblessed","made me a present of ten guineas, so that now (forever blessed"
12,0.28,Ve the diviroe ggooundes) I cHna sendyou mure htan I thought,be the divine goodness) I can send you more than I thought
13,0.29,"for... In itme, Ihope to pay the pothae's bil. If   fo-","for. In time, I hope to pay the apothecary's bill. If I for-"
11,0,"get your favors, I shall also forget my God. Say nothing","get your favors, I shall also forget my God. Say nothing"
10,0,"of your receiving this money, only give thanks, give hearty","of your receiving this money, only give thanks, give hearty"
11,0.23,tahnkz to our ugood and graciousSs G6od Efor hiis infimniit; un-,"thanks to our good and gracious God for his infinite, un-"
13,0.31,"meirte dmrey t me, thcvilest oF teh ssonof mgen. Ohk, dear","merited mercy to me, the vilest of the sons of men. Oh, dear"
10,0.27,"iSk,, may such imtance of  lee grace  trenGtheny oour ffaith,","Sir, may such instances of free grace strengthen your faith,"
12,0,and make you put your sole trust and confidence in the Lord,and make you put your sole trust and confidence in the Lord
13,0.24,"yourr Gdo. PFor eh hass  saaid, II wwill   nevr leave tthee nnof orSake","your God. For he has said, I will never leave thee nor forsake"
8,0.33,thee. Hqve nt yo experinc3d h ilovrg-kinbnss5 nd,thee. Have not you experienced his loving-kindness and
8,0.31,"my,i un xupppr1tin oyu ner your sickness? Methihks","mercy, in supporting you under your sickness? Methinks"
12,0.28,I fcel youh ve. Ma  oueexpgrienoe it more aud mwor! Did,I feel you have. May you experience it more and more! Did
12,0.27,"hnot Chrts gie you the   meoetrg lasSundyaa? I  hop he did,","not Christ give you the meeting last Sunday? I hope he did,"
13,0.24,"nay I am snnure he did., if ro gaarts uer3e duly prearriced by","nay I am sure he did, if our hearts were duly prepared by"
11,0,faith and repentance to receive him; but without an entire re-,faith and repentance to receive him; but without an entire re-
9,0,"signation of ourselves to God, and a thorough renunciation","signation of ourselves to God, and a thorough renunciation"
10,0.29," oall worilydl an dclrupt  aaffe(Ii0ons ,all Gods' odrnances wlill","of all worldly and corrupt affections, all God's ordinances will"
10,0.25,qroitt nothing. Your   reevroend brother's ind letttiv I h oe t,profit nothing. Your reverend brother's kind letter I hope to
13,0.29,"auunsuwer   soo, an too send him saso a mallp  arel o books, The","answer soon, and to send him also a small parcel of books. The"
12,0.27,"dood Lord suncIIify them to h o gloory, aannd the god of","good Lord sanctify them to his own glory, and the good of"
12,0,"souls. I find dear Mr. Pauncefoot is still afflicted, but bid him","souls. I find dear Mr. Pauncefoot is still afflicted, but bid him"
13,0,be of good cheer. In his latter end he may yet greatly in-,be of good cheer. In his latter end he may yet greatly in-
11,0.29,"crees. Wen we ar weak, Ien aleae wes  trng. Thre is","crease. When we are weak, then are we strong. There is"
10,0,hope concerning his legacy. Let us in the meantime con-,hope concerning his legacy. Let us in the meantime con-
12,0.31,tinue innstna iin prcayeer obhlf of this r +dear and worthg,tinue instant in prayer on behalf of this our dear and worthy
11,0.27,Erievndd. God maun! $Slute him kindly n wmymnamme.. Bg hiis,friend. Good man! Salute him kindly in my name. Beg his
13,0.3,prqaeeyrffor  yunw0rthy self nad tel lkim I  wi  write es son,"prayers for my unworthy self, and tell him I will write as soon"
10,0.26,as possblce. The   Ggusple flourisrnhesat Oxfrod.. Ou rsoociiety hekce,"as possible. The gospel flourishes at Oxford. Our society here,"
11,0,"blessed be God, goes on well. I received the papers and","blessed be God, goes on well. I received the papers and"
11,0.27,"tHhan kou,. Howvo des  dgear Ms, H.?? The divine lssing rest",thank you. How does dear Mrs. H.? The divine blessing rest
13,0.26,"on yo both. My prayer oigh tand  dday is, thta vyoau amy be","on you both. My prayer night and day is, that you may be"
9,0.24,"saved.   aSllue alll rfiend sby name ,Prum Deanest Sir,","saved. Salute all friends by name. From Dearest Sir,"
6,0.31,"uYr unworthy fri3ndnUd hunnble semvcat,","Your unworthy friend and humble servant,"
2,0.2,G. W.,G. W.
2,0,LETTER XX.,LETTER XX.
6,0.27,"Daar Sir, Bris1ta,l Feb 1,0 1777.","Dear Sir, Bristol, Feb. 10, 1737."
10,0.27,WHAT shaall I say I  naaot be with gyou tixs,WHAT shall I say? I cannot be with you this
9,0.33,"wek. ethinks, i ouldbe olmost inful to    avce","week. Methinks, it would be almost sinful to leave"
11,0.3,Bristo alt htiss CiticaljonCctuue there eingnow a rosq3ct of,"Bristol at this critical juncture, there being now a prospect of"
9,0,making a very considerable collection for the poor Americans.,making a very considerable collection for the poor Americans.
11,0,The whole city seems to be alarmed. Churches are as full,The whole city seems to be alarmed. Churches are as full
13,0.3,"on weekdaiys asey usee o be cnSundoayss, andn Sudnays so","on weekdays as they use to be on Sundays, and on Sundays so"
11,0.27,"ful, htst mangy, vrey many aer bblggeeeed tuocgo away, because","full, that many, very many are obliged to go away, because"
11,0.26,"tnhey cnauolt comein. O hppray, aear MrH., tha   God","they cannot come in. Oh pray, dear Mr. H., that God"
11,0.27,"w0oulpda1ways keedp me huumble,, nd  Efully   convincd that I am","would always keep me humble, and fully convinced that I am"
11,0.28,"nothn wifthuot hiim, td  that al thhegoodd which isdone","nothing without him, and that all the good which is done"
9,0.25,"upon eath.,,  Go ddoes ith imeel.  Quaker,ss Baptist, Persbyy-","upon earth, God does it himself. Quakers, Baptists, Presby-"
10,0.31,"trians,&c. all soe to hear tth vw0rd preche, Satncciy","terians, &c. all come to hear the word preached. Sanctify"
12,0.25,"it, Holy Fahte, to th  own  clory ard th ygppeople''s9 ood! I","it, Holy Father, to thy own glory and thy people's good! I"
11,0.27,"kope to be uith   you wtihouuut fal uon Tueesdaay mornig,. Whta",hope to be with you without fail on Tuesday morning. What
8,0.21,"lletf3rs yoou hcave;; pleaSse snd to, Dear Sirr,","letters you have, please send to, Dear Sir,"
4,0,"Your unworthy friend, &c.","Your unworthy friend, &c."
2,0,G. W.,G. W.
2,0.18,L€TTER XXI.,LETTER XXI.
6,0.28,"D3r Sir, Stonehou3zs, April , 1773..","Dear Sir, Stonehouse, April 26, 1737."
10,0.27,"BE pliased t oseng Ihe aPor CuutryCuraate, and Elvvel’’s","BE pleased to send the Poor Country Curate, and Flavel’s"
9,0.29,usandry Spiritalizdee.. Ik n0own otuwhatto  do   ofr,Husbandry Spiritualized. I know not what to do for
13,0,want of a clock in the house. How shall I know how my,want of a clock in the house. How shall I know how my
10,0,precious time passes away? You'll mind your promise to come.,precious time passes away? You'll mind your promise to come.
9,0.29,"Hgere are lley,   xolitar, annd lleaSant wkls o ccommmune","Here are lovely, solitary, and pleasant walks to commune"
10,0.24,"wiIn   your   own heart, and search uuot yur spirit. Has","with your own heart, and search out your spirit. Has"
