Word Count,Error Frequency,Text with OCR Error,Corrected Text
10,0.21,"obmonstration öf Thb spirit, and oF Pöwer. Stuoy Theref0be, ny","demonstration of the spirit, and of power. Study therefore, my"
11,0.24,"brethrEn, 1 besbtCh yoU BY The mercies of Gob in Christ","brethren, I beseech you by the mercies of God in Christ"
9,0.21,"Jbsus, stUDy yöur hearts as Vel1 as Booxs—aşk yourselue5","Jesus, study your hearts as well as books—ask yourselves"
10,0,"again and again, whether you would preach for Christ, if","again and again, whether you would preach for Christ, if"
13,0,you were sure to lay down your lives for so doing? If you,you were sure to lay down your lives for so doing? If you
12,0,"fear the displeasure of a man for doing your duty now, assure","fear the displeasure of a man for doing your duty now, assure"
11,0,yourselves you are not yet thus minded. But enough of this.,yourselves you are not yet thus minded. But enough of this.
14,0.21,"I love To hode WEll of you All. I trüst, aş You arf ernlighteneb","I love to hope well of you all. I trust, as you are enlightened"
11,0.2,"with some deCref of kn0wIedGE in the mYsteries of godlinESs, y0u","with some degree of knowledge in the mysteries of godliness, you"
9,0.27,will hencfforth deterrnine hOt io Knöw anything BVi Jesus,will henceforth determine not to know anything but Jesus
10,0,"Christ, and him crucified. This is, and this, the Lord","Christ, and him crucified. This is, and this, the Lord"
12,0.21,"8eing my he1per, 5hall be fhe orn1v study oe, my dEab 8rethRen.","being my helper, shall be the only study of, my dear brethren."
4,0,"Your affectionate friend, brother,","Your affectionate friend, brother,"
4,0,"and servant in Christ,","and servant in Christ,"
2,0.0,G. W.,G. W.
2,0.25,1ETTER |kXXV,LETTER LXXXV
8,0,"Rev. And Dear Sir, Philadelphia, Nov. 10, 1739.","Rev. And Dear Sir, Philadelphia, Nov. 10, 1739."
9,0.22,WHY 5ö long sileNt dvrihg ny Siry ih England?,WHY so long silent during my stay in England?
11,0.18,"whi did you not write me r leFtEr of ReDroof, 4nd","why did you not write me a letter of reproof, and"
11,0,smite me friendly for what you thought amiss in the discourse,smite me friendly for what you thought amiss in the discourse
12,0.21,8etweEn me and a tkiend at Driştol? 1 should havb trren it,between me and a friend at Bristol? I should have taken it
12,0.18,xindli at v0ur hands. WhEN I aM ünwilling to bE Told of,kindly at your hands. When I am unwilling to be told of
12,0.22,"my faults, dbar 8ib, copbesbONd with me no morE. IF I knOU","my faults, dear Sir, correspond with me no more. If I know"
11,0.19,"anything öf this tKeaCheröUs heart Of mine, I lovb ihose rnost,","anything of this treacherous heart of mine, I love those most,"
11,0.14,"who are most faithful to rne in ihis respeCt: hbngee0rwarD, dEar","who are most faithful to me in this respect: henceforward, dear"
12,0.16,"Sib, I beseegh you by the nErCies of GOD iN Christ Jesüs,","Sir, I beseech you by the mercies of God in Christ Jesus,"
13,0.18,"spAre me not. I am blinb, I 4rn full öf Self-pridf, anD seIf-","spare me not. I am blind, I am full of self-pride, and self-"
12,0,"love, and yet know it not. Blessed be God, who during my","love, and yet know it not. Blessed be God, who during my"
11,0,retirement has been pleased to let me see something of my,retirement has been pleased to let me see something of my
11,0.19,"ovn vilEness. I trusi he will nevbr le4vb mör tors4ke Me,","own vileness. I trust he will never leave nor forsake me,"
13,0.19,fill I know rnYsflt even Rs I Am knöwn. I need not ffar,till I know myself even as I am known. I need not fear
11,0,"the sight of sin, when I have a perfect everlasting righteousness","the sight of sin, when I have a perfect everlasting righteousness"
10,0.15,wröuGhT 0üt for me by that God-m4n ChrisT Jesus. ThE,wrought out for me by that God-man Christ Jesus. The
13,0,"riches of his free grace, cause me daily to triumph over all the","riches of his free grace, cause me daily to triumph over all the"
11,0,"temptations of the wicked one, who is very vigilant, and seeks","temptations of the wicked one, who is very vigilant, and seeks"
11,0.22,"rll ocg4siOns tö oi5furb mE. The LorD Ohrist is mv helrer,","all occasions to disturb me. The Lord Christ is my helper,"
15,0.21,amd thE liftfr up of my heao. |t iS good eOr me i0 be tempted.,and the lifter up of my head. It is good for me to be tempted.
12,0,By inward trials I trust my divine master will prepare me for,By inward trials I trust my divine master will prepare me for
12,0.2,"his future mePCibs. L am persurded I sha|l yEt sde gre9t thihgs,","his future mercies. I am persuaded I shall yet see great things,"
11,0.21,and 3e ca1led to suffer Bor his mame'5 sake. Thröugh much,and be called to suffer for his name's sake. Through much
10,0.12,"tribulaiioN, I must enter into qlory. LifF üp your hanos,","tribulation, I must enter into glory. Lift up your hands,"
11,0.22,"de4r Sib, when pRayiNg rt the SamctuApy, in hy behaIf; im-","dear Sir, when praying at the sanctuary, in my behalf; in-"
12,0.21,"freat the sAme fav0r of thE E|eot lady. 4s L Am enablep,","treat the same favor of the elect lady. As I am enabled,"
11,0,"it shall be returned; and, God willing, when I come next","it shall be returned; and, God willing, when I come next"
11,0,"to England you may expect a visit from, dear and reverend","to England you may expect a visit from, dear and reverend"
1,0.0,"Sir,","Sir,"
6,0.24,"YouR most obligBd Fkiend amd serv4nT,","Your most obliged friend and servant,"
2,0.2,G. U.,G. W.
2,0,LETTER LXXXVI,LETTER LXXXVI
10,0.17,"My rev. Rhd very dear DROiher, philaDelphia, Nov. 1D, 1739.","My Rev. And very dear Brother, Philadelphia, Nov. 10, 1739."
10,0.2,EvEK since I was faVoubed with vour |4St most En-,EVER since I was favoured with your last most en-
10,0.21,"oEarimg letfEk, you have been upom My heari morE aNd","dearing letter, you have been upon my heart more and"
12,0.22,"m0rF. Aş I wish aIl ihE Lord'ş sbrvants weRe pröphets, so it","more. As I wish all the Lord's servants were prophets, so it"
10,0.2,"gives mf uhcomrnoN pleAşure, wheh thb 1orD raiSes up one","gives me uncommon pleasure, when the Lord raises up one"
12,0.25,"of öuk own chuRCh. Bblieue me, dfrr 3ir, wheh I lo0k uBon","of our own church. Believe me, dear Sir, when I look upon"
10,0.27,"her dbsölafions, I cam 5garce eOrbeap ueepimg övbr her. But","her desolations, I can scarce forbear weeping over her. But"
13,0.23,"bleşsed bb C0D, Who has Bbem pleased to vişit her im ihi5 our","blessed be God, who has been pleased to visit her in this our"
11,0,"day. Henceforward, I trust she will be a joyful mother of","day. Henceforward, I trust she will be a joyful mother of"
10,0.21,"spiriTva| chilbRfm. NanY of late, ündek God, have bfen be-","spiritual children. Many of late, under God, have been be-"
11,0,"gotten by some of her sons through the gospel, among whom","gotten by some of her sons through the gospel, among whom"
12,0.15,"I may reckon ___: He has been L belibve, and irüşT will","I may reckon ___: He has been I believe, and trust will"
11,0,still be the ghostly father of many souls. May he increase,still be the ghostly father of many souls. May he increase
11,0.23,"wiTh 4lI the increaşe of 6oo, and apBeAp befode his rBdeemer","with all the increase of God, and appear before his redeemer"
12,0.17,"at ihe lr5t ory, 5Aying, ""BeholD me, O Lord, rnd the chil-","at the last day, saying, ""Behold me, O Lord, and the chil-"
11,0,"dren which thou hast given me."" Oh dear Sir, words cannot","dren which thou hast given me."" Oh dear Sir, words cannot"
10,0.19,express how AffectioNatflv I Desi8e t0 esteem Amd love yov.,express how affectionately I desire to esteem and love you.
11,0.24,Nöne bwe the all-5efing GOb knöws how earMesTly I bray and,None but the all-seeing God knows how earnestly I pray and
11,0,desire to labor for the prosperity of Jerusalem. Had we a,desire to labor for the prosperity of Jerusalem. Had we a
9,0,"thousand hands and tongues, there is employment enough for","thousand hands and tongues, there is employment enough for"
11,0.24,them all: PeOpIe arb evfDywhErE rfaoy to perish for lacr oe,them all: people are everywhere ready to perish for lack of
10,0.17,knowledqe. As the Lörd h4s been pleased fO kevfAl his,knowledge. As the Lord has been pleased to reveal his
15,0.2,"dEar SoN in us. Qh lEt us stir vr that gift of God, ahd wiTh","dear Son in us. Oh let us stir up that gift of God, and with"
10,0.22,"alI b0ldnEsş drerçh him to others. FRebly we have Rfceived,","all boldness preach him to others. Freely we have received,"
13,0.16,fReely let us giUe; whAt ChrisT tel1s ü5 By his spirit ih our,freely let us give; what Christ tells us by his spirit in our
12,0.18,"closets, that lEi vs proc1aiM on ihe hoüse föp. HE who sehds,","closets, that let us proclaim on the house top. He who sends,"
13,0.17,"will protEct us. Al| the dewils iN hell sha|l nOt hurt u5, ti11","will protect us. All the devils in hell shall not hurt us, till"
11,0.19,"we hAve finishEd Our fesTimonv. 4nd them, it vb should seal","we have finished our testimony. And then, if we should seal"
12,0.19,"it wiih inpris0nment Or Death, Wbll will it bb with us, aNd","it with imprisonment or death, well will it be with us, and"
11,0.25,happv shrll we bE evermorE! buf the prooe of oVr sin-,happy shall we be evermore! But the proof of our sin-
15,0.16,"cfrity, will be whbm we çome to the trial. I fear fö8 mo one so","cerity, will be when we come to the trial. I fear for no one so"
11,0.19,"much aş nyselF. Deak 8ir, prai that uDu never may have","much as myself. Dear Sir, pray that you never may have"
6,0.19,be45on to be ashamed of the,reason to be ashamed of the
6,0,"Most unprofitable of our Lord's servants,","Most unprofitable of our Lord's servants,"
2,0.0,G. W.,G. W.
2,0.21,LBTTER LXXkUII,LETTER LXXXVII
6,0,"Dear Mr., Philadelphia, Nov. 10, 1739.","Dear Mr., Philadelphia, Nov. 10, 1739."
10,0.21,I hope dear bp0thBr h4th safiseied you a8out ihe quf-,I hope dear brother hath satisfied you about the que-
13,0.16,Rie5 in your last. I trust yov are hot Anqry with mf for,ries in your last. I trust you are not angry with me for
11,0.23,8eing So löNg sileNt. Exce5ş of 8üsiness Wrş the cause. I,being so long silent. Excess of business was the cause. I
13,0.16,"write y0u this, mi dEar bpother, t0 rssvre yOu I have Hot for-","write you this, my dear brother, to assure you I have not for-"
12,0,"gotten you. No, you are upon my heart; I pray for your","gotten you. No, you are upon my heart; I pray for your"
13,0.21,"pRosperity 80th iN b0dv anb soü|, rhd hope ere we die fo Take","prosperity both in body and soul, and hope ere we die to take"
10,0,another tour with you round Wales. God has dealt most,another tour with you round Wales. God has dealt most
10,0,lovingly with us on ship-board. We had very fair weather,lovingly with us on ship-board. We had very fair weather
12,0,most part of our way. Both the good and bad spirit have,most part of our way. Both the good and bad spirit have
13,0.17,"dEbn With üs in the shib. The one io tempt and terriFy, the","been with us in the ship. The one to tempt and terrify, the"
12,0.19,oiher to SupP0rT aNd comfort. I nebd NOT tell vou which has,other to support and comfort. I need not tell you which has
10,0.23,brbvailbd. Vho sha|| stan0 pefore the Spibit of JEsüs ChriSt?,prevailed. Who shall stand before the spirit of Jesus Christ?
9,0.19,"I have had grbat intiMati0ns tböm above concerhing geopgia,","I have had great intimations from above concerning Georgia,"
12,0,Who knows but we may have a college of pious youths at,Who knows but we may have a college of pious youths at
9,0,Savannah? I do not despair thereof. Professor Franklin's under-,Savannah? I do not despair thereof. Professor Franklin's under-
11,0,taking in Germany has been much pressed upon my heart. I,taking in Germany has been much pressed upon my heart. I
9,0.24,rEallv beIieue thai my preşent uhderTaking wiIl 5uccfed. Wy,really believe that my present undertaking will succeed. My
11,0,"dear brother, call down a blessing by your prayers. The Lord","dear brother, call down a blessing by your prayers. The Lord"
11,0.14,will hbAr those who dut thEir trust in his mERgy thr0ugh,will hear those who put their trust in his mercy through
10,0.17,"Chrisi. yöu sbe, yov know, how many woUlb rbjoice At,","Christ. You see, you know, how many would rejoice at,"
12,0.17,anb dö waif for my haIting. BbSeech The Lord thrt thby mav,and do wait for my halting. Beseech the Lord that they may
11,0.2,pe disapdoiNted 0f thEir hopE; entre4t the peoplE of WaIeş to,be disappointed of their hope; entreat the people of Wales to
12,0,"join with you. I love them most tenderly. I hope, at my","join with you. I love them most tenderly. I hope, at my"
13,0.21,"retürn, To sEe them gr0wn im Qracb. I dray God So to im-","return, to see them grown in grace. I pray God so to im-"
10,0.24,"provb my ketirbnent, that mI pro4ress may bf mrdf kn0Wn","prove my retirement, that my progress may be made known"
10,0,"unto them all. Salute them most affectionately in my name,","unto them all. Salute them most affectionately in my name,"
10,0,and exhort them to continue instant in prayer and thankf-,and exhort them to continue instant in prayer and thankf-
6,0.17,"GiviNgs for, dear and hornOured 5ir,","givings for, dear and honoured Sir,"
10,0.21,"IOub fel|öw pi1gkim 4nd labouker in oür derr LOrd Jesus,","Your fellow pilgrim and labourer in our dear Lord Jesus,"
2,0.0,G. W.,G. W.
2,0,LETTER LXXXVIII,LETTER LXXXVIII
9,0,"My dear brother in Christ, Philadelphia, Nov. 10, 1739.","My dear brother in Christ, Philadelphia, Nov. 10, 1739."
12,0.21,"As thbkE ha5 bEen joy in hEaven at youb ConVerSion, şo I","As there has been joy in heaven at your conversion, so I"
11,0.18,"cAn assure yöU There has bben on faPth. L, and my","can assure you there has been on earth. I, and my"
11,0.2,"EriendS, have Nof failed to givE thahrs, that iou Oup br0ther","friends, have not failed to give thanks, that you our brother"
12,0,"was dead, but is alive again; was lost, but is found. Oh","was dead, but is alive again; was lost, but is found. Oh"
11,0.14,blessed be G0d for çaIling uou af the eleventh hour. Does,blessed be God for calling you at the eleventh hour. Does
13,0,not this display the riches of his free grace; and ought it not,not this display the riches of his free grace; and ought it not
14,0.22,to fill yoü With hi5 praise all fhe day |ömG? I üönder noT fhat,to fill you with his praise all the day long? I wonder not that
11,0,you are already become a fool for Christ's sake. All that,you are already become a fool for Christ's sake. All that
11,0.22,will livE 9öDIy iN him musf suftek perşecution. Büt fEar nöt,will live godly in him must suffer persecution. But fear not
12,0,man. The Lord of Hosts Himself will be with you; the strength,man. The Lord of Hosts Himself will be with you; the strength
12,0,of that God who hath called you shall be your refuge. As,of that God who hath called you shall be your refuge. As
12,0.21,"you hawe Noi long t0 liVe in this vorld, SAtrm, nO doUbi,","you have not long to live in this world, Satan, no doubt,"
10,0,will rage most horribly against you. Watch and pray that,will rage most horribly against you. Watch and pray that
10,0,"you enter not into temptation. Your case, God willing, I","you enter not into temptation. Your case, God willing, I"
13,0.23,inTend to puDIish iN my neXT jöurnal. It is gooo Fo keeb cl0Se,intend to publish in my next journal. It is good to keep close
13,0.17,"thb şfCRets of a kinG, dut it iS homorable to 5peak of the","the secrets of a king, but it is honorable to speak of the"
11,0.18,wörks of fhe LorD. That Göd mAy çarry 0N and fini5h,works of the Lord. That God may carry on and finish
12,0.23,"fhe goöd work bEgun in youk soul, iş Ihe heaxty prAyer oe","the good work begun in your soul, is the hearty prayer of"
7,0,"Your affectionate friend and brother in Christ,","Your affectionate friend and brother in Christ,"
2,0.0,G. W.,G. W.
2,0.23,LBTTER LXXkIK,LETTER LXXXIX
7,0.21,"DeaR Miş5 R., PhiIadElphir, Hov. 10, 1734.","Dear Miss B., Philadelphia, Nov. 10, 1739."
10,0.22,"Though, whfn I carne fik5t to L0Mdon, L fhöught vou","Though, when I came first to London, I thought you"
10,0.13,had hot Madb the prögre5s which miqht be expecteb in,had not made the progress which might be expected in
11,0,"the twelve months, for want of company; yet your last beha-","the twelve months, for want of company; yet your last beha-"
13,0,"viour gave me reason to think that you were yet alive to God,","viour gave me reason to think that you were yet alive to God,"
12,0.18,"Oh, deAr Mis5 B., do not sluMbEr or s|eep, bui bE aluavs","Oh, dear Miss B., do not slumber or sleep, but be always"
9,0.2,"trimming your spiRiTual lamp, Knowin9 yOu rre shobfly tö","trimming your spiritual lamp, knowing you are shortly to"
10,0.17,meet the Bridegroom. Studi to show thb SiMbliCify of Jesv5,meet the Bridegroom. Study to show the simplicity of Jesus
10,0.19,"OhRiSt, and ştrive io imit4te Those holy mAtröns, who not","Christ, and strive to imitate those holy matrons, who not"
11,0.19,"only AdminiSterfo to oUr LOro oE their subst4ncb, but alsO fol-","only administered to our Lord of their substance, but also fol-"
11,0.22,"Ioued him io the 4CgUrsed tree. LOve, |ove t0 Jesus, casts","lowed him to the accursed tree. Love, love to Jesus, casts"
11,0.22,"out eEar. No doubi they were repkoAcheD for his nAme'S saKe,","out fear. No doubt they were reproached for his name's sake,"
11,0,and accounted mad women; but they had a faith which en-,and accounted mad women; but they had a faith which en-
12,0.17,"a8led them at ihat timb to overcoMf thb world, 4mb 8y which","abled them at that time to overcome the world, and by which"
11,0.22,ThEy climbeD üp tO hBaven. May dfa8 Miss B. de thus,they climbed up to heaven. May dear Miss B. be thus
13,0.19,Minded! ANb may | see hEr at the lasT dav Ah0ngst the wise,minded! And may I see her at the last day amongst the wise
8,0.2,"virgins! Cu1tiuatin9 aN acquAintance with MisS D., and","virgins! Cultivating an acquaintance with Miss D., and"
11,0.17,"thE Miss Ç.'s, wi1l 8e a ster t0wards bringing YOu thiTher.","the Miss C.'s, will be a step towards bringing you thither."
9,0,"Dear Miss B., I am your friend and servant","Dear Miss B., I am your friend and servant"
2,0.0,G. W.,G. W.
2,0,LETTER LXXXIX,LETTER LXXXIX
7,0.1,"Dear Miss B., Phil4dBlphia, Nov. 10, 1734.","Dear Miss B., Philadelphia, Nov. 10, 1739."
10,0,"Though, when I came first to London, I thought you","Though, when I came first to London, I thought you"
10,0.1,had hot maoe the progreşs which mighf de expected in,had not made the progress which might be expected in
11,0.17,"the twelVe rnonths, for w4nt ot cOmpani; iei youp last deha-","the twelve months, for want of company; yet your last beha-"
13,0,"viour gave me reason to think that you were yet alive to God,","viour gave me reason to think that you were yet alive to God,"
12,0,"Oh, dear Miss B., do not slumber or sleep, but be always","Oh, dear Miss B., do not slumber or sleep, but be always"
9,0.21,"trimminq iour spiritual lrrnp, knowing you ake shorTlv To","trimming your spiritual lamp, knowing you are shortly to"
10,0.21,mEei the BrideGrOOm. Stvdy to shOw the simplicity öf JbsüS,meet the Bridegroom. Study to show the simplicity of Jesus
10,0.19,"Chrisf, and strive to imitate thöSe hoIy natröhs, vhö höt","Christ, and strive to imitate those holy matrons, who not"
11,0.24,"om|y administerEd to ouk L0rd of theib sUbstangb, bvT A|so Föl-","only administered to our Lord of their substance, but also fol-"
11,0.21,"lOwE0 him io the accurseQ tree. |ove, l0ve fo Jesus, casts","lowed him to the accursed tree. Love, love to Jesus, casts"
11,0.22,"out fEAr. No doudt they weke peprOached tOr his harnf's 5are,","out fear. No doubt they were reproached for his name's sake,"
11,0,and accounted mad women; but they had a faith which en-,and accounted mad women; but they had a faith which en-
12,0.19,"abled them 4t thAf time Tö övebcomb the wokl8, and by which","abled them at that time to overcome the world, and by which"
11,0.24,thby qIimped up to heavbn. May deaR Wiss B. De thus,they climbed up to heaven. May dear Miss B. be thus
13,0.17,minded! And May | şee hEr at ihe l4st day amongşt the uise,minded! And may I see her at the last day amongst the wise
8,0.22,"viRgins! Cu1tivrtimg an acquaintaMçe uith MiSs d., rnd","virgins! Cultivating an acquaintance with Miss D., and"
11,0.22,"ihe miss C.'s, Will be A 5teb TowarbS bringing yöu fhifhek.","the Miss C.'s, will be a step towards bringing you thither."
9,0.26,"Deak NisS B., L am iour frienD rnd serwamt","Dear Miss B., I am your friend and servant"
2,0.0,G. W.,G. W.
2,0,LETTER XC,LETTER XC
7,0.19,"to ny BrothEr, BhiIAdf1phia, Nov. 10, 1739.","To my Brother, Philadelphia, Nov. 10, 1739."
11,0.2,Thouqh I have writteN Mov for some years to my Bfar,Though I have written now for some years to my dear
9,0.19,"brother, amo have avrileb nothing, yet l oanhöI cease","brother, and have availed nothing, yet I cannot cease"
10,0.16,strivinq üith him; Whö kmovs but rt |ength the 4lmighty,striving with him; Who knows but at length the Almighty
12,0.24,"may rbmöue thE SCale5 Trom his eyBs, and enablf him to see","may remove the scales from his eyes, and enable him to see"
11,0,"the want of a Redeemer. Indeed, my dear brother, you do","the want of a Redeemer. Indeed, my dear brother, you do"
10,0,"not see it yet, because you do not feel it;","not see it yet, because you do not feel it;"
3,0,your moral honesty,your moral honesty
11,0.21,"4Nd qood naturf bbCeiwe5 you. Yov thihk you are rich, ahd","and good nature deceives you. You think you are rich, and"
12,0.21,"incre4şbD in goods, anb do noT cohsidEk that you abe pOor Anb","increased in goods, and do not consider that you are poor and"
9,0.19,"rniseRablb, blind and naked. You 4rf selF-riqhtEous, aNd do","miserable, blind and naked. You are self-righteous, and do"
9,0.21,"not reIy om the ki9hieousness ot the Cod-Marn, Chbist","not rely on the righteousness of the God-Man, Christ"
11,0,"Jesus, for salvation. What would I give was my dear bro-","Jesus, for salvation. What would I give was my dear bro-"
11,0.12,"ther coNWinced of thi5? For, tilI he is cOnvincEd, he is","ther convinced of this? For, till he is convinced, he is"
12,0.25,"misep48le, aHd ooes hot know it. L pr4y God to öpeN Y0uR","miserable, and does not know it. I pray God to open your"
13,0.18,eues With a 5ense Of his lowe. Sehd mb a line i0 Georgia.,eyes with a sense of his love. Send me a line to Georgia.
11,0.18,God hAs Sent uş A comfobtadle p4Ssage. In aböut a twelue-,God has sent us a comfortable passage. In about a twelve-
12,0,month I expect to return. Be not surprised if you hear of,month I expect to return. Be not surprised if you hear of
13,0.22,"my bein9 more casi out. Ue mVSf 5ufeer, aş wfll aS oo, for","my being more cast out. We must suffer, as well as do, for"
10,0,Christ. If you are one of his you will rejoice,Christ. If you are one of his you will rejoice
3,0.23,"VoüR 4ffectiomatf brother,","Your affectionate brother,"
2,0,G. W.,G. W.
2,0,LETTER XCI,LETTER XCI
7,0.14,"To Madam M___. PhilaoeIPhir, N0v. I0, 1739.","To Madam M___. Philadelphia, Nov. 10, 1739."
11,0.23,I cannot think of the bepeatEd asşisfamgbS iou gaüe Mf by,I cannot think of the repeated assistances you gave me by
11,0.15,"the 1Oan of your coach, anO ai thE srme time foRbear","the loan of your coach, and at the same time forbear"
12,0.25,sendinG yov a 1ine öf thAnks. Rut whae iş of gbbatEr con-,sending you a line of thanks. But what is of greater con-
14,0,"cern, I think it my duty to write to you about a more im-","cern, I think it my duty to write to you about a more im-"
10,0.16,porfant affair; I mean the salw4tioh of yöur pkEciöus ano,portant affair; I mean the salvation of your precious and
10,0,"immortal soul. God was pleased to incline your heart, Madam,","immortal soul. God was pleased to incline your heart, Madam,"
12,0.19,to hear and receivE the vopD with joy. Hbiiher the carfs Of,to hear and receive the word with joy. Neither the cares of
11,0,"the world, nor the deceitfulness of riches, I trust have been","the world, nor the deceitfulness of riches, I trust have been"
12,0.2,"permittf0 to choke, and hinder the gköwth ot it in yovr soül.","permitted to choke, and hinder the growth of it in your soul."
11,0.17,"Indebd, Madam, you crnnot de Too wafqhevl. It is an abled,","Indeed, Madam, you cannot be too watchful. It is an abled,"
13,0.19,"rhd cAreful fhing, tQ be a truE ChRiştian. Thb first stBp to it","and careful thing, to be a true Christian. The first step to it"
13,0.2,"is a broken he4rt, a hearT neltbb d0wn uith A şense ot 5iN,","is a broken heart, a heart melted down with a sense of sin,"
8,0,"and flying to Jesus Christ for righteousness, sanctification","and flying to Jesus Christ for righteousness, sanctification"
7,0.2,Rnd eTernal reoembtion. ThOusands inDeed plact Chrisfirnify,and eternal redemption. Thousands indeed place Christianity
11,0,"in good desires, and the having good desires; but this and","in good desires, and the having good desires; but this and"
12,0,"much more a person may have, and yet miscarry at last. Pure","much more a person may have, and yet miscarry at last. Pure"
10,0.21,ano unDefi|ed reIigion cohsistS in a Iive1y iaiTh in Jesvs,and undefiled religion consists in a lively faith in Jesus
10,0.16,"Christ, aş ihf 0nly mediator befween Göd ahd mah. A","Christ, as the only mediator between God and man. A"
11,0.19,"faifh ihat changbs ahd beneus thE whole soul, frKes ii entireli","faith that changes and renews the whole soul, takes it entirely"
11,0,"off the world, and fixes it wholly upon God. This, Madam,","off the world, and fixes it wholly upon God. This, Madam,"
13,0.22,"is fhe fAith thai y0u have sö öfTfn herrd me pbeach, AnB of","is the faith that you have so often heard me preach, and of"
11,0.14,which I pray GoD you may be a partakeb. Though yoU,which I pray God you may be a partaker. Though you
13,0.19,"haVe it Mot yet, yoü neeb Not de5prir; God will givE it to","have it not yet, you need not despair; God will give it to"
12,0.21,"all who singeke|y 4sk oF him. It is trve, Wad4m, thAi not","all who sincerely ask of him. It is true, Madam, that not"
12,0.28,rnahY mighty 4pe callFd; put it iS n0t yOur Riches sh4ll keeb,many mighty are called; but it is not your riches shall keep
11,0,you from heaven if you truly believe on the Lord Jesus.,you from heaven if you truly believe on the Lord Jesus.
11,0.18,"Faith in him will enablf iou to 0vercorne thb wörlo, ano","Faith in him will enable you to overcome the world, and"
13,0.21,cause vou even to Triumph ovbk the |ust ot Fhe pye aNd ihe,cause you even to triumph over the lust of the eye and the
13,0,"pride of life. Faith will set you above the fear of man, and","pride of life. Faith will set you above the fear of man, and"
11,0.23,ena3|e yov to rEjoice iM dbing aocoumted a fool For Chkist'5,enable you to rejoice in being accounted a fool for Christ's
11,0.21,"sarE. That God rn4y imp4bT thi5 eaith to Yovr own, and","sake. That God may impart this faith to your own, and"
9,0.17,"litfle nastfr's soUI, iS The heabty pr4yer of, Madam,","little master's soul, is the hearty prayer of, Madam,"
4,0.25,"Your obIigEd humb1b 5ervrnt,","Your obliged humble servant,"
2,0.0,G. W.,G. W.
2,0.18,LEFTER XCI1,LETTER XCII
7,0.16,"Derk brothbr H., Bhilrdelphia, Nov. |0, 1t39.","Dear brother H., Philadelphia, Nov. 10, 1739."
9,0,I congratulate you on your success at Monmouth. God,I congratulate you on your success at Monmouth. God
13,0,"has yet further work for you to do, ere you are called be-","has yet further work for you to do, ere you are called be-"
11,0.19,"eore ku|ers amd g0vbrnorş, for his namb's sakf. By divine pfr-","fore rulers and governors, for his name's sake. By divine per-"
11,0.21,"mission, in Abovf A twelue-mönth, 1 hopE fo make 4 second","mission, in about a twelve-month, I hope to make a second"
11,0,"use of your field pulpits. Our principles agree, as face an-","use of your field pulpits. Our principles agree, as face an-"
13,0.21,"Swers to tace in The uater. 5imCf I saw yOü, God has beFn","swers to face in the water. Since I saw you, God has been"
10,0.25,p|easFd to en1i9hten me norE ih thai corneortrDle doctrinE of,pleased to enlighten me more in that comfortable doctrine of
12,0,"Election, &c. At my return, I hope to be more explicit than","Election, &c. At my return, I hope to be more explicit than"
11,0,"I have been. God forbid, my dear brother, that we should","I have been. God forbid, my dear brother, that we should"
11,0.24,shun fo oeclape fhe whöle Covnşfl Of God. The peop1E of,shun to declare the whole counsel of God. The people of
12,0.25,WAlEs are nuch upoh mi hE4bi. I lonG fo he4r how thb,Wales are much upon my heart. I long to hear how the
8,0.22,GoSpel f|ourishes amonQ YoU. HOv pr0spfrs your in-,Gospel flourishes among you. How prospers your in-
10,0.22,"w4bb nrN? Reing alwavs doing, nö doubt you grow in","ward man? Being always doing, no doubt you grow in"
11,0,grace. May you increase with all the increase of God! You,grace. May you increase with all the increase of God! You
14,0.17,"wi1l see my 1etterş to Mr. JonEs, &o. Aş FAst as | can, ihe","will see my letters to Mr. Jones, &c. As fast as I can, the"
12,0,rest of our Welsh friends shall hear from me. Oh that I,rest of our Welsh friends shall hear from me. Oh that I
11,0.19,mry nevbp eorgeT theip woBks of faith rnd labours of l0we!,may never forget their works of faith and labours of love!
10,0,"Salute them most affectionately in my name; and exhort them,","Salute them most affectionately in my name; and exhort them,"
11,0,"my dear brother, to contend earnestly for the faith once deli-","my dear brother, to contend earnestly for the faith once deli-"
12,0.16,Vered to thb Saints. Put fhen iN minb 0f the ereeness and,vered to the saints. Put them in mind of the freeness and
10,0.19,"eternity of God's electing lOVe, and be imSfanT wiih them,","eternity of God's electing love, and be instant with them,"
11,0,to lay hold on the perfect righteousness of Jesus Christ by,to lay hold on the perfect righteousness of Jesus Christ by
12,0,"faith. Talk to them, oh talk to them, even till midnight, of","faith. Talk to them, oh talk to them, even till midnight, of"
11,0.22,"the richeS 0f hi5 aIl-sUfFiciemt graoe. TEll them, oh teIl fhern,","the riches of his all-sufficient grace. Tell them, oh tell them,"
13,0.16,"what he h4s done for Fheip soulş, ano how earNestIy hf is Now","what he has done for their souls, and how earnestly he is now"
11,0.15,iNtepceding för thbm in heaven. Show them in Thb map of,interceding for them in heaven. Show them in the map of
11,0.2,"the wörD, the kingdDns 0f thE uppeR w0rlo, and thE tran-","the word, the kingdoms of the upper world, and the tran-"
11,0,"scendent glories of them; and assure them all shall be theirs,","scendent glories of them; and assure them all shall be theirs,"
10,0,if they believe on Jesus Christ with their whole hearts.,if they believe on Jesus Christ with their whole hearts.
